"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:14:17:868","63545761294757","   0.000","  27.122"," 2428"," 1200"," 3100"," 2436","   5.666","   0.569","   0.158","   4.135","   0.415","   0.115"," 59","0"," 57"," 66","   1.073","   0.108","   0.030","  28.000","  500","    0"
"13:14:17:968","63546031437591","   0.100","  27.134"," 1732"," 1200"," 2800"," 1738","   3.799","   0.949","   0.264","   2.183","   0.634","   0.176"," 59","0"," 58"," 61","   0.881","   0.196","   0.054","  28.000","  500","    0"
"13:14:18:069","63546302217882","   0.200","  18.204"," 1771"," 1200"," 2800"," 1779","   3.031","   1.253","   0.348","   1.672","   0.801","   0.223"," 58","0"," 58"," 61","   0.793","   0.275","   0.077","  28.000","  500","    0"
"13:14:18:168","63546572381166","   0.300","   4.165"," 1355"," 1200"," 1800"," 1351","   1.266","   1.380","   0.383","   0.281","   0.829","   0.230"," 58","0"," 57"," 59","   0.534","   0.329","   0.091","  28.000","  500","    0"
"13:14:18:269","63546842885192","   0.400","  10.028"," 1540"," 1200"," 2700"," 1557","   1.782","   1.558","   0.433","   0.751","   0.905","   0.251"," 58","0"," 57"," 58","   0.568","   0.386","   0.107","  28.000","  500","    0"
"13:14:18:369","63547114073121","   0.501","  29.993"," 2359"," 1200"," 3100"," 2372","   7.044","   2.266","   0.629","   5.187","   1.426","   0.396"," 59","0"," 58"," 64","   1.261","   0.512","   0.142","  28.000","  850","    0"
"13:14:18:469","63547384228488","   0.601","  25.257"," 1765"," 1200"," 2800"," 1758","   3.572","   2.623","   0.729","   2.177","   1.643","   0.457"," 59","0"," 58"," 61","   0.859","   0.598","   0.166","  28.000","  850","    0"
"13:14:18:569","63547654524738","   0.701","  23.539"," 1594"," 1200"," 2700"," 1593","   3.057","   2.929","   0.814","   1.653","   1.809","   0.502"," 59","0"," 58"," 59","   0.806","   0.679","   0.189","  28.000","  850","    0"
"13:14:18:669","63547924860564","   0.801","  24.509"," 1716"," 1200"," 2800"," 1717","   3.388","   3.268","   0.908","   1.999","   2.009","   0.558"," 59","0"," 58"," 60","   0.825","   0.762","   0.212","  28.000","  850","    0"
"13:14:18:770","63548197837288","   0.902","  24.131"," 1640"," 1200"," 2800"," 1637","   3.212","   3.593","   0.998","   1.785","   2.190","   0.608"," 59","0"," 58"," 59","   0.832","   0.846","   0.235","  28.000","  850","    0"
"13:14:18:870","63548468188920","   1.002","  26.272"," 2020"," 1200"," 3100"," 2017","   4.744","   4.068","   1.130","   3.110","   2.501","   0.695"," 59","0"," 57"," 63","   1.013","   0.947","   0.263","  28.000","  850","    0"
"13:14:18:971","63548740460142","   1.103","  11.253"," 1520"," 1200"," 1900"," 1517","   2.048","   4.275","   1.187","   0.748","   2.576","   0.716"," 58","0"," 57"," 59","   0.678","   1.016","   0.282","  28.000","  850","    0"
"13:14:19:071","63549010492920","   1.203","  47.147"," 2908"," 1200"," 3100"," 2920","   9.770","   5.252","   1.459","   8.256","   3.402","   0.945"," 68","0"," 57"," 69","   1.398","   1.156","   0.321","  28.000","  700","  700"
"13:14:19:171","63549280680712","   1.303","  44.121"," 2590"," 1200"," 3100"," 2586","   9.477","   6.200","   1.722","   7.183","   4.121","   1.145"," 63","0"," 59"," 71","   1.557","   1.311","   0.364","  28.000","  500","  500"
"13:14:19:271","63549550994327","   1.403","  14.090"," 1595"," 1200"," 2800"," 1589","   3.001","   6.501","   1.806","   1.190","   4.240","   1.178"," 60","0"," 58"," 63","   0.594","   1.371","   0.381","  28.000","  500","    0"
"13:14:19:372","63549824068991","   1.504","  14.003"," 2183"," 1200"," 3100"," 2191","   4.885","   6.995","   1.943","   2.800","   4.523","   1.256"," 59","0"," 58"," 65","   1.004","   1.472","   0.409","  28.000","  850","    0"
"13:14:19:473","63550097107558","   1.605","   5.234"," 1317"," 1200"," 1700"," 1319","   1.289","   7.125","   1.979","   0.331","   4.557","   1.266"," 58","0"," 57"," 59","   0.536","   1.527","   0.424","  28.000","  850","    0"
"13:14:19:573","63550368081969","   1.705","   3.767"," 1357"," 1200"," 1700"," 1360","   1.036","   7.229","   2.008","   0.223","   4.579","   1.272"," 58","0"," 57"," 58","   0.487","   1.575","   0.438","  28.000","  850","    0"
"13:14:19:673","63550638599778","   1.805","   4.094"," 1392"," 1200"," 1700"," 1393","   1.059","   7.335","   2.038","   0.247","   4.604","   1.279"," 58","0"," 57"," 58","   0.496","   1.625","   0.451","  28.000","  850","    0"
"13:14:19:774","63550911662272","   1.906","   4.358"," 1413"," 1200"," 1700"," 1400","   1.202","   7.457","   2.071","   0.307","   4.635","   1.287"," 58","0"," 57"," 59","   0.502","   1.676","   0.466","  28.000","  850","    0"
"13:14:19:875","63551182746213","   2.007","   9.198"," 1674"," 1200"," 2800"," 1685","   2.111","   7.669","   2.130","   0.968","   4.732","   1.314"," 59","0"," 57"," 60","   0.610","   1.737","   0.483","  28.000","  800","    0"
"13:14:19:976","63551455782674","   2.108","   9.432"," 1612"," 1200"," 2800"," 1632","   1.933","   7.864","   2.184","   0.771","   4.810","   1.336"," 57","0"," 57"," 59","   0.646","   1.803","   0.501","  28.000","  800","    0"
"13:14:20:077","63551728813051","   2.209","   3.584"," 1350"," 1200"," 1900"," 1339","   1.022","   7.967","   2.213","   0.194","   4.830","   1.342"," 58","0"," 57"," 58","   0.486","   1.852","   0.514","  28.000","  800","    0"
"13:14:20:178","63552001830796","   2.310","   6.214"," 1436"," 1200"," 1700"," 1449","   1.383","   8.107","   2.252","   0.444","   4.875","   1.354"," 58","0"," 57"," 58","   0.524","   1.905","   0.529","  28.000","  800","    0"
"13:14:20:278","63552272263173","   2.410","   7.401"," 1975"," 1200"," 3000"," 1987","   1.949","   8.303","   2.306","   1.009","   4.976","   1.382"," 63","0"," 57"," 63","   0.561","   1.961","   0.545","  28.000","  800","    0"
"13:14:20:379","63552545326972","   2.511","  14.592"," 2516"," 1200"," 3100"," 2521","   4.928","   8.801","   2.445","   3.268","   5.306","   1.474"," 58","0"," 57"," 63","   1.014","   2.063","   0.573","  28.000","  850","    0"
"13:14:20:480","63552818356140","   2.612","   3.882"," 1300"," 1200"," 1400"," 1300","   1.171","   8.919","   2.478","   0.246","   5.331","   1.481"," 58","0"," 57"," 58","   0.525","   2.117","   0.588","  28.000","  850","    0"
"13:14:20:580","63553088883746","   2.712","   5.899"," 1328"," 1200"," 1700"," 1331","   1.324","   9.052","   2.514","   0.378","   5.369","   1.491"," 57","0"," 57"," 58","   0.519","   2.169","   0.602","  28.000","  850","    0"
"13:14:20:681","63553360972299","   2.813","   3.369"," 1305"," 1200"," 1500"," 1304","   1.090","   9.162","   2.545","   0.203","   5.389","   1.497"," 57","0"," 56"," 57","   0.495","   2.218","   0.616","  28.000","  850","    0"
"13:14:20:782","63553633977040","   2.914","   5.899"," 1337"," 1200"," 1700"," 1336","   1.307","   9.294","   2.582","   0.410","   5.431","   1.509"," 57","0"," 57"," 58","   0.506","   2.270","   0.630","  28.000","  850","    0"
"13:14:20:883","63553905741870","   3.014","  13.429"," 1985"," 1200"," 2800"," 1996","   3.364","   9.633","   2.676","   2.021","   5.634","   1.565"," 58","0"," 56"," 61","   0.806","   2.351","   0.653","  28.000","  600","  600"
"13:14:20:984","63554178790629","   3.115","  17.134"," 1874"," 1200"," 2800"," 1881","   4.234","  10.061","   2.795","   2.354","   5.872","   1.631"," 58","0"," 57"," 60","   1.035","   2.455","   0.682","  28.000","  500","    0"
"13:14:21:084","63554449094129","   3.216","  14.233"," 1643"," 1200"," 2800"," 1647","   3.409","  10.402","   2.889","   1.674","   6.040","   1.678"," 58","0"," 57"," 59","   0.940","   2.549","   0.708","  28.000","  500","    0"
"13:14:21:184","63554720207398","   3.316","   6.571"," 1459"," 1200"," 1700"," 1456","   1.799","  10.583","   2.940","   0.558","   6.096","   1.693"," 57","0"," 57"," 59","   0.668","   2.617","   0.727","  28.000","  500","    0"
"13:14:21:284","63554990541915","   3.416","  11.630"," 2343"," 1200"," 3100"," 2365","   2.722","  10.855","   3.015","   1.771","   6.273","   1.743"," 63","0"," 57"," 63","   0.647","   2.681","   0.745","  28.000","  500","    0"
"13:14:21:384","63555260836194","   3.516","  34.399"," 3070"," 2700"," 3100"," 3100","  12.478","  12.105","   3.362","  10.440","   7.318","   2.033"," 65","0"," 59"," 67","   1.411","   2.823","   0.784","  28.000","  850","  850"
"13:14:21:484","63555531139089","   3.616","  30.092"," 3094"," 2900"," 3100"," 3097","  11.223","  13.228","   3.674","   9.486","   8.268","   2.297"," 69","0"," 61"," 69","   1.139","   2.937","   0.816","  28.000","  750","  750"
"13:14:21:584","63555801684471","   3.716","  27.173"," 3100"," 3000"," 3100"," 3100","  10.255","  14.256","   3.960","   8.657","   9.135","   2.538"," 71","0"," 60"," 71","   0.693","   3.006","   0.835","  28.000","  750","  750"
"13:14:21:684","63556071789531","   3.816","  26.229"," 3100"," 3000"," 3100"," 3100","  10.232","  15.279","   4.244","   8.611","   9.997","   2.777"," 71","0"," 61"," 71","   0.685","   3.075","   0.854","  28.000","  750","  750"
"13:14:21:785","63556344588507","   3.917","  27.826"," 3100"," 3000"," 3100"," 3100","  10.323","  16.322","   4.534","   8.721","  10.878","   3.022"," 70","0"," 61"," 72","   0.739","   3.149","   0.875","  28.000","  750","  750"
"13:14:21:886","63556617358179","   4.018","  29.494"," 3100"," 3000"," 3100"," 3100","  11.203","  17.454","   4.848","   9.552","  11.843","   3.290"," 67","0"," 61"," 72","   0.868","   3.237","   0.899","  28.000","  600","  600"
"13:14:21:987","63556890136161","   4.119","  27.290"," 3100"," 3000"," 3100"," 3100","  10.900","  18.555","   5.154","   9.447","  12.797","   3.555"," 69","0"," 61"," 70","   0.686","   3.306","   0.918","  28.000","  600","  600"
"13:14:22:088","63557162924943","   4.220","  25.946"," 3100"," 3000"," 3100"," 3100","  10.753","  19.642","   5.456","   9.286","  13.735","   3.815"," 68","0"," 62"," 71","   0.672","   3.374","   0.937","  28.000","  600","  600"
"13:14:22:188","63557433447210","   4.320","  27.196"," 3100"," 3000"," 3100"," 3100","  11.027","  20.746","   5.763","   9.561","  14.693","   4.082"," 71","0"," 62"," 71","   0.680","   3.442","   0.956","  28.000","  600","  600"
"13:14:22:289","63557703967344","   4.420","  30.072"," 3100"," 3000"," 3100"," 3098","  11.724","  21.921","   6.089","  10.260","  15.721","   4.367"," 71","0"," 63"," 71","   0.757","   3.518","   0.977","  28.000","  600","  600"
"13:14:22:390","63557976755691","   4.521","  34.890"," 3092"," 2900"," 3100"," 3100","  13.616","  23.297","   6.471","  11.590","  16.892","   4.692"," 70","0"," 63"," 71","   1.278","   3.647","   1.013","  28.000","  850","  850"
"13:14:22:491","63558249527526","   4.622","  27.247"," 3097"," 2900"," 3100"," 3100","  11.057","  24.414","   6.782","   9.578","  17.860","   4.961"," 67","0"," 62"," 71","   0.720","   3.720","   1.033","  28.000","  850","  850"
"13:14:22:591","63558519738651","   4.722","  28.438"," 3100"," 3000"," 3100"," 3100","  11.098","  25.524","   7.090","   9.646","  18.825","   5.229"," 71","0"," 64"," 71","   0.704","   3.791","   1.053","  28.000","  850","  850"
"13:14:22:692","63558792523428","   4.823","  26.228"," 3099"," 2900"," 3100"," 3100","  10.984","  26.634","   7.398","   9.497","  19.785","   5.496"," 70","0"," 63"," 72","   0.688","   3.860","   1.072","  28.000","  850","  850"
"13:14:22:792","63559063054440","   4.923","  31.292"," 3097"," 2900"," 3100"," 3099","  12.212","  27.858","   7.738","  10.436","  20.831","   5.786"," 70","0"," 64"," 71","   0.925","   3.953","   1.098","  28.000","  750","  750"
"13:14:22:892","63559333207482","   5.023","  27.424"," 3100"," 3000"," 3100"," 3100","  11.206","  28.979","   8.050","   9.611","  21.792","   6.053"," 70","0"," 63"," 72","   0.713","   4.024","   1.118","  28.000","  750","  750"
"13:14:22:992","63559603394001","   5.123","  28.203"," 3100"," 3000"," 3100"," 3100","  11.175","  30.097","   8.360","   9.709","  22.764","   6.323"," 72","0"," 62"," 72","   0.715","   4.096","   1.138","  28.000","  750","  750"
"13:14:23:093","63559876179033","   5.224","  26.691"," 3100"," 3000"," 3100"," 3100","  10.854","  31.194","   8.665","   9.392","  23.713","   6.587"," 69","0"," 62"," 71","   0.689","   4.165","   1.157","  28.000","  750","  750"
"13:14:23:194","63560148979587","   5.325","  31.778"," 3100"," 3000"," 3100"," 3100","  12.219","  32.428","   9.008","  10.665","  24.790","   6.886"," 72","0"," 63"," 72","   0.875","   4.254","   1.182","  28.000","  600","  600"
"13:14:23:294","63560419206843","   5.425","  33.250"," 3095"," 2900"," 3100"," 3100","  12.760","  33.705","   9.363","  11.139","  25.905","   7.196"," 69","0"," 63"," 72","   0.990","   4.353","   1.209","  28.000","  850","  850"
"13:14:23:394","63560689598772","   5.525","  27.357"," 3100"," 3000"," 3100"," 3100","  11.963","  34.904","   9.695","  10.209","  26.927","   7.480"," 72","0"," 63"," 72","   0.914","   4.444","   1.235","  28.000","  850","  850"
"13:14:23:495","63560962372686","   5.626","  29.052"," 3099"," 2900"," 3100"," 3100","  11.288","  36.044","  10.012","   9.815","  27.919","   7.755"," 71","0"," 63"," 72","   0.726","   4.518","   1.255","  28.000","  850","  850"
"13:14:23:595","63561232518696","   5.726","  30.174"," 3097"," 2900"," 3100"," 3100","  12.252","  37.270","  10.353","  10.610","  28.980","   8.050"," 73","0"," 65"," 73","   0.861","   4.604","   1.279","  28.000","  800","  800"
"13:14:23:696","63561505295187","   5.827","  26.555"," 3100"," 3000"," 3100"," 3100","  11.093","  38.390","  10.664","   9.591","  29.949","   8.319"," 69","0"," 63"," 73","   0.764","   4.681","   1.300","  28.000","  800","  800"
"13:14:23:796","63561775451172","   5.927","  27.604"," 3100"," 3000"," 3100"," 3100","  11.190","  39.510","  10.975","   9.714","  30.921","   8.589"," 69","0"," 65"," 73","   0.689","   4.750","   1.319","  28.000","  800","  800"
"13:14:23:897","63562048226268","   6.028","  27.112"," 3099"," 2900"," 3100"," 3100","  11.151","  40.637","  11.288","   9.650","  31.896","   8.860"," 71","0"," 63"," 72","   0.712","   4.822","   1.339","  28.000","  800","  800"
"13:14:23:998","63562321002375","   6.129","  30.943"," 3100"," 3000"," 3100"," 3100","  11.920","  41.841","  11.622","  10.371","  32.944","   9.151"," 71","0"," 63"," 72","   0.863","   4.909","   1.364","  28.000","  700","  700"
"13:14:24:099","63562593789183","   6.230","  26.597"," 3100"," 2900"," 3100"," 3100","  11.144","  42.967","  11.935","   9.647","  33.919","   9.422"," 70","0"," 64"," 73","   0.748","   4.985","   1.385","  28.000","  700","  700"
"13:14:24:199","63562864248882","   6.330","  27.619"," 3100"," 3000"," 3100"," 3100","  11.364","  44.105","  12.251","   9.865","  34.907","   9.696"," 72","0"," 63"," 72","   0.698","   5.055","   1.404","  28.000","  700","  700"
"13:14:24:299","63563134997217","   6.431","  32.365"," 3100"," 3000"," 3100"," 3100","  12.156","  45.324","  12.590","  10.670","  35.977","   9.994"," 72","0"," 64"," 73","   0.829","   5.138","   1.427","  28.000","  650","  650"
"13:14:24:399","63563405330364","   6.531","  32.182"," 3097"," 2900"," 3100"," 3100","  13.194","  46.645","  12.957","  11.200","  37.098","  10.305"," 73","0"," 66"," 73","   1.198","   5.258","   1.460","  28.000","  750","  750"
"13:14:24:500","63563678111298","   6.632","  26.455"," 3100"," 3000"," 3100"," 3100","  10.984","  47.755","  13.265","   9.502","  38.058","  10.572"," 70","0"," 64"," 73","   0.692","   5.328","   1.480","  28.000","  750","  750"
"13:14:24:601","63563949399597","   6.732","  27.598"," 3100"," 3000"," 3100"," 3100","  11.137","  48.874","  13.576","   9.663","  39.029","  10.841"," 70","0"," 64"," 73","   0.681","   5.396","   1.499","  28.000","  750","  750"
"13:14:24:701","63564220284243","   6.832","  25.987"," 3099"," 2900"," 3100"," 3100","  11.105","  49.988","  13.886","   9.602","  39.992","  11.109"," 69","0"," 63"," 73","   0.680","   5.464","   1.518","  28.000","  750","  750"
"13:14:24:801","63564490852989","   6.933","  30.097"," 3100"," 3000"," 3100"," 3100","  11.817","  51.172","  14.214","  10.267","  41.021","  11.395"," 69","0"," 64"," 73","   0.867","   5.551","   1.542","  28.000","  600","  600"
"13:14:24:901","63564760962867","   7.033","  28.259"," 3100"," 3000"," 3100"," 3100","  11.313","  52.304","  14.529","   9.825","  42.004","  11.668"," 70","0"," 63"," 73","   0.725","   5.624","   1.562","  28.000","  600","  600"
"13:14:25:002","63565033745658","   7.134","  29.323"," 3100"," 3000"," 3100"," 3100","  11.606","  53.476","  14.855","  10.110","  43.026","  11.952"," 72","0"," 64"," 74","   0.713","   5.696","   1.582","  28.000","  600","  600"
"13:14:25:102","63565304163399","   7.234","  26.175"," 3100"," 3000"," 3100"," 3100","  10.922","  54.570","  15.158","   9.446","  43.972","  12.214"," 73","0"," 64"," 73","   0.676","   5.763","   1.601","  28.000","  600","  600"
"13:14:25:203","63565576937211","   7.335","  30.487"," 3100"," 3000"," 3100"," 3100","  11.888","  55.771","  15.492","  10.358","  45.018","  12.505"," 71","0"," 64"," 73","   0.878","   5.852","   1.626","  28.000","  500","  500"
"13:14:25:303","63565847208411","   7.435","  33.584"," 3098"," 2900"," 3100"," 3100","  13.335","  57.106","  15.863","  11.475","  46.167","  12.824"," 74","0"," 64"," 74","   1.071","   5.959","   1.655","  28.000","  850","  850"
"13:14:25:404","63566119985574","   7.536","  26.687"," 3100"," 2900"," 3100"," 3100","  11.158","  58.233","  16.176","   9.655","  47.142","  13.095"," 74","0"," 65"," 74","   0.782","   6.038","   1.677","  28.000","  850","  850"
"13:14:25:505","63566392765827","   7.637","  26.641"," 3100"," 3000"," 3100"," 3100","  10.997","  59.344","  16.485","   9.520","  48.104","  13.362"," 70","0"," 64"," 74","   0.688","   6.108","   1.697","  28.000","  850","  850"
"13:14:25:605","63566663174532","   7.737","  28.750"," 3099"," 2900"," 3100"," 3100","  11.940","  60.540","  16.817","  10.333","  49.139","  13.650"," 71","0"," 65"," 73","   0.854","   6.193","   1.720","  28.000","  800","  800"
"13:14:25:706","63566935962618","   7.838","  26.969"," 3099"," 2900"," 3100"," 3100","  11.139","  61.666","  17.129","   9.640","  50.113","  13.920"," 70","0"," 65"," 73","   0.765","   6.271","   1.742","  28.000","  800","  800"
"13:14:25:806","63567206378568","   7.938","  26.506"," 3100"," 3000"," 3100"," 3100","  11.122","  62.780","  17.439","   9.624","  51.077","  14.188"," 70","0"," 64"," 74","   0.683","   6.339","   1.761","  28.000","  800","  800"
"13:14:25:907","63567479165715","   8.039","  27.664"," 3100"," 3000"," 3100"," 3100","  11.141","  63.905","  17.751","   9.655","  52.052","  14.459"," 73","0"," 64"," 74","   0.706","   6.410","   1.781","  28.000","  800","  800"
"13:14:26:008","63567751933110","   8.140","  31.722"," 3100"," 3000"," 3100"," 3100","  12.306","  65.148","  18.097","  10.708","  53.134","  14.759"," 73","0"," 65"," 74","   0.908","   6.502","   1.806","  28.000","  550","  550"
"13:14:26:109","63568024711182","   8.241","  26.458"," 3100"," 3000"," 3100"," 3100","  11.085","  66.268","  18.408","   9.593","  54.103","  15.029"," 71","0"," 66"," 74","   0.746","   6.577","   1.827","  28.000","  550","  550"
"13:14:26:209","63568295242035","   8.341","  27.705"," 3100"," 3000"," 3100"," 3100","  11.112","  67.382","  18.717","   9.639","  55.069","  15.297"," 74","0"," 65"," 74","   0.703","   6.648","   1.847","  28.000","  550","  550"
"13:14:26:309","63568565509308","   8.441","  36.156"," 3098"," 2900"," 3100"," 3100","  13.510","  68.734","  19.093","  11.691","  56.239","  15.622"," 73","0"," 66"," 75","   1.093","   6.757","   1.877","  28.000","  850","  850"
"13:14:26:410","63568835866491","   8.541","  30.108"," 3098"," 2900"," 3100"," 3100","  12.145","  69.950","  19.431","  10.527","  57.293","  15.915"," 71","0"," 66"," 74","   0.920","   6.849","   1.903","  28.000","  800","  800"
"13:14:26:510","63569106350538","   8.641","  27.907"," 3100"," 3000"," 3100"," 3100","  11.695","  71.122","  19.756","   9.891","  58.284","  16.190"," 73","0"," 66"," 75","   0.755","   6.925","   1.924","  28.000","  800","  800"
"13:14:26:611","63569379125616","   8.742","  26.320"," 3100"," 2900"," 3100"," 3100","  11.144","  72.247","  20.069","   9.645","  59.259","  16.461"," 72","0"," 65"," 74","   0.683","   6.994","   1.943","  28.000","  800","  800"
"13:14:26:712","63569651908131","   8.843","  27.663"," 3100"," 2900"," 3100"," 3100","  11.161","  73.375","  20.382","   9.687","  60.237","  16.733"," 73","0"," 65"," 74","   0.697","   7.065","   1.962","  28.000","  800","  800"
"13:14:26:812","63569922175926","   8.943","  28.769"," 3097"," 2900"," 3100"," 3100","  11.640","  74.540","  20.706","  10.079","  61.246","  17.013"," 70","0"," 65"," 74","   0.869","   7.152","   1.987","  28.000","  700","  700"
"13:14:26:913","63570194965440","   9.044","  27.581"," 3100"," 3000"," 3100"," 3100","  11.172","  75.669","  21.019","   9.692","  62.225","  17.285"," 73","0"," 66"," 74","   0.696","   7.222","   2.006","  28.000","  700","  700"
"13:14:27:014","63570467747514","   9.145","  26.270"," 3100"," 3000"," 3100"," 3100","  11.011","  76.781","  21.328","   9.520","  63.187","  17.552"," 70","0"," 66"," 74","   0.680","   7.291","   2.025","  28.000","  700","  700"
"13:14:27:114","63570737930985","   9.245","  27.648"," 3100"," 3000"," 3100"," 3100","  11.155","  77.898","  21.638","   9.683","  64.156","  17.821"," 73","0"," 66"," 74","   0.694","   7.360","   2.044","  28.000","  700","  700"
"13:14:27:214","63571008305589","   9.345","  30.438"," 3100"," 2900"," 3100"," 3100","  11.896","  79.089","  21.969","  10.356","  65.193","  18.109"," 73","0"," 65"," 74","   0.883","   7.448","   2.069","  28.000","  600","  600"
"13:14:27:315","63571281105270","   9.446","  36.005"," 3098"," 2900"," 3100"," 3100","  13.719","  80.475","  22.354","  11.871","  66.393","  18.442"," 73","0"," 66"," 74","   1.111","   7.561","   2.100","  28.000","  850","  850"
"13:14:27:416","63571553881047","   9.547","  26.785"," 3100"," 3000"," 3100"," 3100","  11.203","  81.607","  22.669","   9.695","  67.372","  18.714"," 71","0"," 67"," 75","   0.769","   7.638","   2.122","  28.000","  850","  850"
"13:14:27:516","63571824234441","   9.648","  28.244"," 3100"," 3000"," 3100"," 3100","  11.267","  82.735","  22.982","   9.763","  68.350","  18.986"," 72","0"," 67"," 75","   0.703","   7.709","   2.141","  28.000","  850","  850"
"13:14:27:616","63572094505812","   9.748","  28.861"," 3098"," 2900"," 3100"," 3100","  11.880","  83.924","  23.312","  10.281","  69.379","  19.272"," 72","0"," 66"," 75","   0.833","   7.792","   2.164","  28.000","  800","  800"
"13:14:27:716","63572364784185","   9.848","  27.456"," 3099"," 2900"," 3100"," 3100","  11.300","  85.055","  23.626","   9.806","  70.360","  19.545"," 73","0"," 67"," 75","   0.776","   7.870","   2.186","  28.000","  800","  800"
"13:14:27:817","63572637526311","   9.949","  26.741"," 3100"," 2900"," 3100"," 3100","  11.098","  86.176","  23.938","   9.611","  71.331","  19.814"," 72","0"," 65"," 75","   0.680","   7.938","   2.205","  28.000","  800","  800"
"13:14:27:917","63572907589458","  10.049","  28.696"," 3100"," 3000"," 3100"," 3100","  11.368","  87.313","  24.254","   9.893","  72.321","  20.089"," 73","0"," 66"," 74","   0.724","   8.011","   2.225","  28.000","  800","  800"
"13:14:28:017","63573177698265","  10.149","  30.413"," 3097"," 2900"," 3100"," 3100","  12.059","  88.520","  24.589","  10.460","  73.367","  20.380"," 75","0"," 69"," 75","   0.888","   8.100","   2.250","  28.000","  550","  550"
"13:14:28:118","63573450465951","  10.250","  29.100"," 3100"," 2900"," 3100"," 3100","  11.469","  89.679","  24.911","   9.976","  74.375","  20.660"," 73","0"," 67"," 75","   0.796","   8.180","   2.272","  28.000","  550","  550"
"13:14:28:219","63573723252840","  10.351","  27.194"," 3100"," 3000"," 3100"," 3100","  11.125","  90.803","  25.223","   9.646","  75.349","  20.930"," 74","0"," 66"," 75","   0.687","   8.250","   2.292","  28.000","  550","  550"
"13:14:28:319","63573993440043","  10.451","  36.558"," 3091"," 2900"," 3100"," 3100","  13.631","  92.167","  25.602","  11.729","  76.523","  21.256"," 73","0"," 66"," 76","   1.127","   8.362","   2.323","  28.000","  850","  850"
"13:14:28:419","63574263789693","  10.551","  30.344"," 3097"," 2900"," 3100"," 3100","  12.347","  93.403","  25.945","  10.711","  77.596","  21.554"," 74","0"," 67"," 76","   0.933","   8.456","   2.349","  28.000","  800","  800"
"13:14:28:520","63574536566820","  10.652","  27.708"," 3100"," 3000"," 3100"," 3100","  11.337","  94.548","  26.263","   9.847","  78.590","  21.831"," 74","0"," 67"," 76","   0.750","   8.532","   2.370","  28.000","  800","  800"
"13:14:28:620","63574806950640","  10.752","  26.743"," 3100"," 3000"," 3100"," 3100","  11.126","  95.662","  26.573","   9.635","  79.555","  22.099"," 75","0"," 66"," 75","   0.692","   8.601","   2.389","  28.000","  800","  800"
"13:14:28:721","63575079720309","  10.853","  27.710"," 3100"," 3000"," 3100"," 3100","  11.272","  96.801","  26.889","   9.791","  80.544","  22.373"," 73","0"," 67"," 75","   0.687","   8.670","   2.408","  28.000","  800","  800"
"13:14:28:821","63575349995370","  10.953","  28.300"," 3098"," 2900"," 3100"," 3100","  11.729","  97.975","  27.215","  10.165","  81.562","  22.656"," 74","0"," 67"," 76","   0.832","   8.754","   2.432","  28.000","  700","  700"
"13:14:28:921","63575620410753","  11.053","  27.491"," 3100"," 3000"," 3100"," 3100","  11.275","  99.104","  27.529","   9.782","  82.542","  22.928"," 74","0"," 67"," 75","   0.719","   8.826","   2.452","  28.000","  700","  700"
"13:14:29:022","63575893179708","  11.154","  26.322"," 3100"," 3000"," 3100"," 3100","  11.078"," 100.224","  27.840","   9.588","  83.510","  23.197"," 75","0"," 66"," 75","   0.677","   8.894","   2.471","  28.000","  700","  700"
"13:14:29:122","63576163337394","  11.254","  26.398"," 3100"," 3000"," 3100"," 3100","  11.006"," 101.325","  28.146","   9.522","  84.463","  23.462"," 72","0"," 67"," 75","   0.680","   8.962","   2.489","  28.000","  700","  700"
"13:14:29:223","63576436112505","  11.355","  29.926"," 3100"," 3000"," 3100"," 3100","  11.895"," 102.527","  28.480","  10.350","  85.509","  23.752"," 75","0"," 67"," 76","   0.865","   9.049","   2.514","  28.000","  600","  600"
"13:14:29:323","63576706694460","  11.455","  36.821"," 3090"," 2900"," 3100"," 3100","  13.793"," 103.909","  28.864","  11.916","  86.703","  24.084"," 75","0"," 67"," 76","   1.146","   9.164","   2.546","  28.000","  850","  850"
"13:14:29:424","63576979470090","  11.556","  27.012"," 3100"," 2900"," 3100"," 3100","  11.155"," 105.036","  29.177","   9.660","  87.679","  24.355"," 73","0"," 67"," 76","   0.761","   9.241","   2.567","  28.000","  850","  850"
"13:14:29:525","63577252246995","  11.657","  27.856"," 3100"," 2900"," 3100"," 3100","  11.209"," 106.168","  29.491","   9.731","  88.662","  24.628"," 73","0"," 67"," 76","   0.709","   9.313","   2.587","  28.000","  850","  850"
