"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:17:29:327","64062724071732"," 191.459","  34.743"," 3092"," 2900"," 3100"," 3100","  14.237","2331.983"," 647.773","  12.184","2016.147"," 560.041"," 92","0"," 83"," 93","   1.098"," 153.243","  42.567","  28.000","  850","  850"
"13:17:29:427","64062994177506"," 191.559","  28.659"," 3098"," 2900"," 3100"," 3100","  12.552","2333.239"," 648.122","  10.817","2017.229"," 560.341"," 90","0"," 84"," 93","   0.894"," 153.332","  42.592","  28.000","  800","  800"
"13:17:29:527","64063264543899"," 191.659","  27.779"," 3100"," 3000"," 3100"," 3100","  11.818","2334.422"," 648.451","  10.282","2018.259"," 560.627"," 91","0"," 84"," 92","   0.710"," 153.403","  42.612","  28.000","  800","  800"
"13:17:29:627","64063534688853"," 191.759","  26.867"," 3100"," 3000"," 3100"," 3100","  11.699","2335.593"," 648.776","  10.106","2019.270"," 560.908"," 92","0"," 84"," 92","   0.703"," 153.473","  42.632","  28.000","  800","  800"
"13:17:29:728","64063804734774"," 191.859","  29.073"," 3100"," 3000"," 3100"," 3100","  12.210","2336.814"," 649.115","  10.555","2020.326"," 561.202"," 88","0"," 84"," 92","   0.774"," 153.551","  42.653","  28.000","  700","  700"
"13:17:29:829","64064077527483"," 191.960","  27.790"," 3100"," 3000"," 3100"," 3100","  12.186","2338.045"," 649.457","  10.544","2021.391"," 561.497"," 90","0"," 83"," 93","   0.806"," 153.632","  42.676","  28.000","  700","  700"
"13:17:29:929","64064347648746"," 192.060","  27.142"," 3100"," 3000"," 3100"," 3100","  11.810","2339.227"," 649.785","  10.242","2022.416"," 561.782"," 88","0"," 83"," 92","   0.705"," 153.703","  42.695","  28.000","  700","  700"
"13:17:30:030","64064620419126"," 192.161","  28.353"," 3100"," 2900"," 3100"," 3100","  11.818","2340.421"," 650.117","  10.213","2023.447"," 562.069"," 92","0"," 83"," 92","   0.702"," 153.774","  42.715","  28.000","  700","  700"
"13:17:30:130","64064892024927"," 192.262","  33.087"," 3100"," 3000"," 3100"," 3100","  13.198","2341.749"," 650.486","  11.164","2024.570"," 562.381"," 89","0"," 83"," 93","   0.883"," 153.863","  42.740","  28.000","  500","  500"
"13:17:30:231","64065164802543"," 192.363","  26.742"," 3100"," 2900"," 3100"," 3100","  11.935","2342.954"," 650.821","  10.307","2025.612"," 562.670"," 91","0"," 84"," 93","   0.759"," 153.939","  42.761","  28.000","  500","  500"
"13:17:30:332","64065435709848"," 192.463","  35.154"," 3096"," 2900"," 3100"," 3100","  14.329","2344.392"," 651.220","  12.253","2026.841"," 563.011"," 92","0"," 84"," 93","   1.105"," 154.050","  42.792","  28.000","  850","  850"
"13:17:30:433","64065708488034"," 192.564","  27.580"," 3100"," 3000"," 3100"," 3100","  11.966","2345.601"," 651.556","  10.389","2027.891"," 563.303"," 91","0"," 84"," 93","   0.755"," 154.126","  42.813","  28.000","  850","  850"
"13:17:30:533","64065978949866"," 192.664","  29.036"," 3099"," 2900"," 3100"," 3100","  12.314","2346.835"," 651.898","  10.635","2028.956"," 563.599"," 89","0"," 84"," 92","   0.816"," 154.208","  42.836","  28.000","  800","  800"
"13:17:30:633","64066249275888"," 192.765","  27.032"," 3100"," 3000"," 3100"," 3100","  11.908","2348.027"," 652.230","  10.301","2029.987"," 563.885"," 91","0"," 84"," 93","   0.757"," 154.284","  42.857","  28.000","  800","  800"
"13:17:30:733","64066519574631"," 192.865","  26.565"," 3100"," 3000"," 3100"," 3100","  11.670","2349.195"," 652.554","  10.090","2030.997"," 564.166"," 92","0"," 83"," 92","   0.682"," 154.352","  42.876","  28.000","  800","  800"
"13:17:30:833","64066790112894"," 192.965","  26.581"," 3100"," 3000"," 3100"," 3100","  11.521","2350.349"," 652.875","   9.975","2031.997"," 564.444"," 89","0"," 83"," 93","   0.682"," 154.421","  42.895","  28.000","  800","  800"
"13:17:30:933","64067060265798"," 193.065","  31.257"," 3098"," 2900"," 3100"," 3100","  12.573","2351.607"," 653.224","  10.937","2033.091"," 564.748"," 92","0"," 83"," 93","   0.829"," 154.503","  42.918","  28.000","  700","  700"
"13:17:31:034","64067333040681"," 193.166","  26.874"," 3100"," 2900"," 3100"," 3100","  11.848","2352.804"," 653.557","  10.255","2034.127"," 565.035"," 91","0"," 84"," 93","   0.762"," 154.580","  42.939","  28.000","  700","  700"
"13:17:31:135","64067605938645"," 193.267","  28.067"," 3100"," 2900"," 3100"," 3100","  11.940","2354.011"," 653.892","  10.367","2035.175"," 565.326"," 92","0"," 84"," 93","   0.693"," 154.651","  42.958","  28.000","  700","  700"
"13:17:31:235","64067876206827"," 193.367","  26.194"," 3100"," 3000"," 3100"," 3100","  11.652","2355.178"," 654.216","  10.066","2036.183"," 565.606"," 90","0"," 83"," 93","   0.673"," 154.718","  42.977","  28.000","  700","  700"
"13:17:31:336","64068146800032"," 193.467","  37.400"," 3090"," 2800"," 3100"," 3100","  14.461","2356.627"," 654.619","  12.291","2037.415"," 565.948"," 92","0"," 84"," 93","   1.222"," 154.840","  43.011","  28.000","  800","  800"
"13:17:31:437","64068419459346"," 193.568","  27.260"," 3100"," 3000"," 3100"," 3100","  12.078","2357.847"," 654.957","  10.432","2038.468"," 566.241"," 93","0"," 84"," 93","   0.819"," 154.923","  43.034","  28.000","  800","  800"
"13:17:31:538","64068692239332"," 193.669","  27.528"," 3100"," 2900"," 3100"," 3100","  11.802","2359.039"," 655.289","  10.230","2039.502"," 566.528"," 91","0"," 84"," 94","   0.688"," 154.993","  43.053","  28.000","  800","  800"
"13:17:31:638","64068963666699"," 193.770","  26.450"," 3100"," 3000"," 3100"," 3100","  11.607","2360.206"," 655.613","  10.052","2040.512"," 566.809"," 91","0"," 84"," 92","   0.698"," 155.063","  43.073","  28.000","  800","  800"
"13:17:31:738","64069234107672"," 193.870","  29.308"," 3100"," 3000"," 3100"," 3100","  12.323","2361.440"," 655.956","  10.646","2041.578"," 567.105"," 90","0"," 84"," 92","   0.809"," 155.144","  43.095","  28.000","  600","  600"
"13:17:31:839","64069504852647"," 193.970","  28.102"," 3100"," 3000"," 3100"," 3100","  12.278","2362.671"," 656.298","  10.646","2042.646"," 567.402"," 93","0"," 84"," 93","   0.803"," 155.224","  43.118","  28.000","  600","  600"
"13:17:31:939","64069775189484"," 194.071","  28.934"," 3100"," 3000"," 3100"," 3100","  12.022","2363.875"," 656.632","  10.442","2043.691"," 567.692"," 92","0"," 83"," 93","   0.743"," 155.299","  43.139","  28.000","  600","  600"
"13:17:32:040","64070047968504"," 194.172","  26.696"," 3100"," 3000"," 3100"," 3100","  11.741","2365.061"," 656.961","  10.166","2044.719"," 567.977"," 91","0"," 83"," 93","   0.698"," 155.369","  43.158","  28.000","  600","  600"
"13:17:32:140","64070318186811"," 194.272","  30.554"," 3100"," 3000"," 3100"," 3100","  12.369","2366.299"," 657.305","  10.697","2045.789"," 568.275"," 88","0"," 84"," 92","   0.836"," 155.453","  43.181","  28.000","  500","  500"
"13:17:32:240","64070589630411"," 194.372","  28.864"," 3099"," 2900"," 3100"," 3100","  12.602","2367.566"," 657.657","  10.971","2046.892"," 568.581"," 88","0"," 85"," 94","   0.804"," 155.534","  43.204","  28.000","  500","  500"
"13:17:32:342","64070862429900"," 194.473","  35.813"," 3095"," 2900"," 3100"," 3100","  14.322","2369.013"," 658.059","  12.247","2048.130"," 568.925"," 91","0"," 84"," 93","   1.162"," 155.651","  43.236","  28.000","  850","  850"
"13:17:32:442","64071132951669"," 194.573","  26.913"," 3100"," 3000"," 3100"," 3100","  11.771","2370.192"," 658.387","  10.210","2049.153"," 569.209"," 93","0"," 84"," 93","   0.736"," 155.725","  43.257","  28.000","  850","  850"
"13:17:32:542","64071403082703"," 194.673","  28.488"," 3100"," 3000"," 3100"," 3100","  12.139","2371.407"," 658.724","  10.541","2050.207"," 569.502"," 90","0"," 84"," 94","   0.750"," 155.800","  43.278","  28.000","  850","  850"
"13:17:32:642","64071673198236"," 194.773","  28.511"," 3100"," 3000"," 3100"," 3100","  12.433","2372.651"," 659.070","  10.725","2051.280"," 569.800"," 92","0"," 84"," 93","   0.838"," 155.884","  43.301","  28.000","  800","  800"
"13:17:32:742","64071944649159"," 194.874","  26.960"," 3100"," 2900"," 3100"," 3100","  11.802","2373.837"," 659.399","  10.239","2052.309"," 570.086"," 91","0"," 84"," 92","   0.731"," 155.957","  43.321","  28.000","  800","  800"
"13:17:32:842","64072215050280"," 194.974","  27.399"," 3100"," 3000"," 3100"," 3100","  11.812","2375.020"," 659.728","  10.217","2053.333"," 570.370"," 92","0"," 83"," 93","   0.690"," 156.026","  43.341","  28.000","  800","  800"
"13:17:32:943","64072485125595"," 195.074","  30.142"," 3100"," 3000"," 3100"," 3100","  12.420","2376.263"," 660.073","  10.766","2054.409"," 570.669"," 91","0"," 84"," 93","   0.799"," 156.106","  43.363","  28.000","  700","  700"
"13:17:33:043","64072755510756"," 195.174","  27.023"," 3100"," 3000"," 3100"," 3100","  11.914","2377.456"," 660.404","  10.306","2055.442"," 570.956"," 91","0"," 84"," 93","   0.775"," 156.184","  43.384","  28.000","  700","  700"
"13:17:33:144","64073028293730"," 195.275","  27.713"," 3100"," 3000"," 3100"," 3100","  11.815","2378.649"," 660.736","  10.259","2056.478"," 571.244"," 89","0"," 83"," 93","   0.692"," 156.254","  43.404","  28.000","  700","  700"
"13:17:33:245","64073301070350"," 195.376","  27.058"," 3100"," 3000"," 3100"," 3100","  11.769","2379.838"," 661.066","  10.195","2057.508"," 571.530"," 92","0"," 84"," 93","   0.686"," 156.323","  43.423","  28.000","  700","  700"
"13:17:33:345","64073571164772"," 195.476","  41.820"," 3096"," 2900"," 3100"," 3100","  15.552","2381.394"," 661.498","  13.281","2058.837"," 571.899"," 93","0"," 83"," 93","   1.338"," 156.457","  43.460","  28.000","  650","  650"
"13:17:33:445","64073841230592"," 195.576","  30.723"," 3100"," 3000"," 3100"," 3100","  12.661","2382.661"," 661.850","  11.037","2059.941"," 572.206"," 92","0"," 84"," 94","   0.840"," 156.541","  43.484","  28.000","  650","  650"
"13:17:33:545","64074111456603"," 195.677","  28.298"," 3100"," 3000"," 3100"," 3100","  11.935","2383.855"," 662.182","  10.373","2060.979"," 572.494"," 91","0"," 84"," 93","   0.698"," 156.611","  43.503","  28.000","  650","  650"
"13:17:33:645","64074382361004"," 195.777","  26.361"," 3100"," 3000"," 3100"," 3100","  11.846","2385.044"," 662.512","  10.242","2062.006"," 572.780"," 91","0"," 84"," 93","   0.686"," 156.680","  43.522","  28.000","  650","  650"
"13:17:33:745","64074652899546"," 195.877","  28.420"," 3100"," 3000"," 3100"," 3100","  11.891","2386.235"," 662.843","  10.345","2063.043"," 573.067"," 89","0"," 83"," 92","   0.722"," 156.752","  43.542","  28.000","  650","  650"
"13:17:33:846","64074923875332"," 195.977","  29.286"," 3100"," 2900"," 3100"," 3100","  13.585","2387.598"," 663.222","  11.388","2064.186"," 573.385"," 91","0"," 84"," 93","   0.864"," 156.839","  43.566","  28.000","  550","  550"
"13:17:33:947","64075195980504"," 196.078","  27.916"," 3100"," 3000"," 3100"," 3100","  12.000","2388.808"," 663.558","  10.412","2065.235"," 573.676"," 93","0"," 83"," 93","   0.755"," 156.915","  43.587","  28.000","  550","  550"
"13:17:34:047","64075466290446"," 196.178","  26.940"," 3100"," 2900"," 3100"," 3100","  11.812","2389.990"," 663.886","  10.233","2066.260"," 573.961"," 91","0"," 84"," 93","   0.684"," 156.983","  43.606","  28.000","  550","  550"
"13:17:34:147","64075737539637"," 196.279","  29.320"," 3100"," 3000"," 3100"," 3100","  12.239","2391.220"," 664.228","  10.645","2067.329"," 574.258"," 89","0"," 84"," 92","   0.809"," 157.065","  43.629","  28.000","  500","  500"
"13:17:34:248","64076010299898"," 196.380","  28.672"," 3100"," 3000"," 3100"," 3100","  12.465","2392.479"," 664.578","  10.834","2068.424"," 574.562"," 90","0"," 84"," 94","   0.791"," 157.144","  43.651","  28.000","  500","  500"
"13:17:34:348","64076280434472"," 196.480","  34.508"," 3091"," 2900"," 3100"," 3100","  14.393","2393.919"," 664.978","  12.260","2069.650"," 574.903"," 91","0"," 85"," 94","   1.159"," 157.260","  43.683","  28.000","  850","  850"
"13:17:34:448","64076550765600"," 196.580","  26.657"," 3100"," 3000"," 3100"," 3100","  11.711","2395.092"," 665.303","  10.065","2070.658"," 575.183"," 92","0"," 84"," 93","   0.724"," 157.333","  43.704","  28.000","  850","  850"
"13:17:34:548","64076821121943"," 196.680","  29.469"," 3100"," 3000"," 3100"," 3100","  12.468","2396.340"," 665.650","  10.781","2071.737"," 575.483"," 89","0"," 83"," 93","   0.816"," 157.415","  43.726","  28.000","  800","  800"
"13:17:34:649","64077091438281"," 196.780","  27.816"," 3100"," 3000"," 3100"," 3100","  12.213","2397.563"," 665.990","  10.600","2072.799"," 575.777"," 92","0"," 84"," 93","   0.783"," 157.493","  43.748","  28.000","  800","  800"
"13:17:34:749","64077363240462"," 196.881","  26.934"," 3100"," 3000"," 3100"," 3100","  11.830","2398.754"," 666.320","  10.247","2073.830"," 576.064"," 89","0"," 84"," 93","   0.722"," 157.566","  43.768","  28.000","  800","  800"
"13:17:34:850","64077636015168"," 196.982","  26.829"," 3100"," 3000"," 3100"," 3100","  11.777","2399.944"," 666.651","  10.203","2074.861"," 576.350"," 91","0"," 84"," 93","   0.688"," 157.635","  43.788","  28.000","  800","  800"
"13:17:34:951","64077908011671"," 197.083","  28.856"," 3100"," 3000"," 3100"," 3100","  12.128","2401.165"," 666.990","  10.535","2075.922"," 576.645"," 90","0"," 84"," 92","   0.731"," 157.709","  43.808","  28.000","  800","  800"
"13:17:35:052","64078180751697"," 197.184","  29.492"," 3097"," 2900"," 3100"," 3100","  12.402","2402.418"," 667.338","  10.703","2077.003"," 576.945"," 90","0"," 84"," 93","   0.853"," 157.795","  43.832","  28.000","  700","  700"
"13:17:35:152","64078450983606"," 197.284","  28.858"," 3100"," 3000"," 3100"," 3100","  11.928","2403.612"," 667.670","  10.382","2078.043"," 577.234"," 91","0"," 84"," 93","   0.713"," 157.866","  43.852","  28.000","  700","  700"
"13:17:35:253","64078723754007"," 197.385","  26.228"," 3100"," 3000"," 3100"," 3100","  11.609","2404.785"," 667.996","  10.036","2079.056"," 577.516"," 91","0"," 83"," 93","   0.675"," 157.935","  43.871","  28.000","  700","  700"
"13:17:35:353","64078993947252"," 197.485","  37.115"," 3095"," 2900"," 3100"," 3100","  14.690","2406.255"," 668.404","  12.561","2080.313"," 577.865"," 92","0"," 84"," 93","   1.219"," 158.057","  43.905","  28.000","  800","  800"
"13:17:35:454","64079266694703"," 197.586","  27.725"," 3097"," 2900"," 3100"," 3100","  12.381","2407.505"," 668.752","  10.598","2081.384"," 578.162"," 89","0"," 84"," 93","   0.845"," 158.142","  43.928","  28.000","  750","  750"
"13:17:35:555","64079539463955"," 197.687","  27.154"," 3100"," 3000"," 3100"," 3100","  11.789","2408.696"," 669.082","  10.217","2082.416"," 578.449"," 90","0"," 84"," 93","   0.686"," 158.211","  43.948","  28.000","  750","  750"
"13:17:35:655","64079809620255"," 197.787","  26.158"," 3100"," 3000"," 3100"," 3100","  11.605","2409.858"," 669.405","  10.034","2083.420"," 578.728"," 93","0"," 83"," 92","   0.677"," 158.279","  43.966","  28.000","  750","  750"
"13:17:35:755","64080079921554"," 197.887","  29.582"," 3099"," 2900"," 3100"," 3100","  12.103","2411.069"," 669.741","  10.494","2084.471"," 579.020"," 90","0"," 83"," 93","   0.801"," 158.359","  43.989","  28.000","  600","  600"
"13:17:35:856","64080352690872"," 197.988","  26.504"," 3099"," 2900"," 3100"," 3100","  11.893","2412.271"," 670.075","  10.288","2085.510"," 579.308"," 93","0"," 83"," 93","   0.772"," 158.437","  44.010","  28.000","  600","  600"
"13:17:35:957","64080624414447"," 198.089","  27.080"," 3100"," 3000"," 3100"," 3100","  11.864","2413.465"," 670.407","  10.283","2086.545"," 579.596"," 91","0"," 83"," 93","   0.685"," 158.506","  44.029","  28.000","  600","  600"
"13:17:36:057","64080894659508"," 198.189","  27.737"," 3100"," 3000"," 3100"," 3100","  11.810","2414.647"," 670.735","  10.220","2087.568"," 579.880"," 93","0"," 83"," 93","   0.707"," 158.577","  44.049","  28.000","  600","  600"
"13:17:36:157","64081164769608"," 198.289","  28.314"," 3099"," 2900"," 3100"," 3100","  11.931","2415.840"," 671.067","  10.352","2088.604"," 580.168"," 91","0"," 84"," 93","   0.749"," 158.652","  44.070","  28.000","  500","  500"
"13:17:36:257","64081434829560"," 198.389","  30.220"," 3100"," 2900"," 3100"," 3100","  12.786","2417.119"," 671.422","  11.150","2089.719"," 580.477"," 92","0"," 84"," 94","   0.831"," 158.735","  44.093","  28.000","  500","  500"
"13:17:36:357","64081705373634"," 198.489","  34.223"," 3097"," 2900"," 3100"," 3100","  14.220","2418.544"," 671.818","  12.160","2090.937"," 580.816"," 91","0"," 84"," 93","   1.146"," 158.850","  44.125","  28.000","  850","  850"
"13:17:36:458","64081975489329"," 198.589","  27.661"," 3100"," 3000"," 3100"," 3100","  11.772","2419.722"," 672.145","  10.189","2091.957"," 581.099"," 91","0"," 84"," 93","   0.694"," 158.919","  44.144","  28.000","  850","  850"
"13:17:36:558","64082246040309"," 198.689","  27.566"," 3100"," 3000"," 3100"," 3100","  11.940","2420.918"," 672.477","  10.362","2092.995"," 581.387"," 90","0"," 83"," 93","   0.733"," 158.993","  44.165","  28.000","  850","  850"
"13:17:36:658","64082516452173"," 198.790","  29.185"," 3100"," 3000"," 3100"," 3100","  12.580","2422.178"," 672.827","  10.858","2094.082"," 581.690"," 91","0"," 84"," 92","   0.846"," 159.078","  44.188","  28.000","  800","  800"
"13:17:36:758","64082786826939"," 198.890","  26.559"," 3100"," 3000"," 3100"," 3100","  11.705","2423.350"," 673.153","  10.159","2095.100"," 581.972"," 91","0"," 84"," 93","   0.725"," 159.150","  44.208","  28.000","  800","  800"
"13:17:36:859","64083059612016"," 198.991","  29.094"," 3100"," 3000"," 3100"," 3100","  12.259","2424.589"," 673.497","  10.671","2096.178"," 582.272"," 89","0"," 84"," 93","   0.730"," 159.224","  44.229","  28.000","  800","  800"
"13:17:36:960","64083331352145"," 199.091","  27.768"," 3100"," 3000"," 3100"," 3100","  11.672","2425.763"," 673.823","  10.145","2097.199"," 582.555"," 90","0"," 84"," 92","   0.713"," 159.296","  44.249","  28.000","  800","  800"
"13:17:37:060","64083601561827"," 199.191","  32.296"," 3100"," 3000"," 3100"," 3100","  13.111","2427.076"," 674.188","  11.360","2098.336"," 582.871"," 88","0"," 84"," 93","   0.896"," 159.385","  44.274","  28.000","  550","  550"
"13:17:37:160","64083871819026"," 199.292","  26.610"," 3100"," 3000"," 3100"," 3100","  11.800","2428.257"," 674.516","  10.192","2099.356"," 583.154"," 88","0"," 83"," 93","   0.735"," 159.459","  44.294","  28.000","  550","  550"
"13:17:37:260","64084142059077"," 199.392","  28.253"," 3100"," 3000"," 3100"," 3100","  11.944","2429.452"," 674.848","  10.362","2100.393"," 583.443"," 92","0"," 84"," 93","   0.693"," 159.528","  44.313","  28.000","  550","  550"
"13:17:37:361","64084413649107"," 199.492","  33.169"," 3091"," 2900"," 3100"," 3100","  14.012","2430.862"," 675.239","  11.918","2101.592"," 583.776"," 91","0"," 84"," 92","   1.134"," 159.642","  44.345","  28.000","  850","  850"
"13:17:37:462","64084686410871"," 199.593","  30.317"," 3099"," 2900"," 3100"," 3100","  12.777","2432.152"," 675.598","  11.061","2102.709"," 584.086"," 88","0"," 84"," 93","   0.912"," 159.734","  44.371","  28.000","  800","  800"
"13:17:37:563","64084959190368"," 199.694","  26.644"," 3100"," 3000"," 3100"," 3100","  11.741","2433.339"," 675.927","  10.141","2103.734"," 584.371"," 92","0"," 84"," 93","   0.681"," 159.803","  44.390","  28.000","  800","  800"
"13:17:37:664","64085231898249"," 199.795","  27.762"," 3100"," 3000"," 3100"," 3100","  11.973","2434.548"," 676.263","  10.372","2104.781"," 584.662"," 91","0"," 84"," 93","   0.689"," 159.873","  44.409","  28.000","  800","  800"
"13:17:37:764","64085502117069"," 199.895","  26.899"," 3100"," 3000"," 3100"," 3100","  11.839","2435.733"," 676.592","  10.235","2105.806"," 584.946"," 91","0"," 83"," 93","   0.704"," 159.943","  44.429","  28.000","  800","  800"
"13:17:37:864","64085772356838"," 199.995","  30.878"," 3100"," 2900"," 3100"," 3100","  12.660","2437.000"," 676.944","  10.994","2106.906"," 585.252"," 93","0"," 84"," 93","   0.873"," 160.031","  44.453","  28.000","  700","  700"
"13:17:37:964","64086042531390"," 200.096","  26.620"," 3100"," 3000"," 3100"," 3100","  11.620","2438.162"," 677.267","  10.076","2107.914"," 585.532"," 90","0"," 84"," 93","   0.679"," 160.099","  44.472","  28.000","  700","  700"
"13:17:38:065","64086315295716"," 200.197","  28.229"," 3100"," 3000"," 3100"," 3100","  11.872","2439.362"," 677.601","  10.293","2108.954"," 585.821"," 91","0"," 83"," 92","   0.693"," 160.169","  44.491","  28.000","  700","  700"
"13:17:38:165","64086585452295"," 200.297","  27.282"," 3100"," 3000"," 3100"," 3100","  11.828","2440.545"," 677.929","  10.230","2109.978"," 586.105"," 92","0"," 84"," 92","   0.716"," 160.240","  44.511","  28.000","  700","  700"
"13:17:38:265","64086855873519"," 200.397","  30.756"," 3100"," 3000"," 3100"," 3100","  12.646","2441.812"," 678.281","  11.017","2111.081"," 586.411"," 91","0"," 84"," 92","   0.882"," 160.329","  44.536","  28.000","  600","  600"
"13:17:38:365","64087126078851"," 200.497","  31.905"," 3097"," 2900"," 3100"," 3100","  13.672","2443.180"," 678.661","  11.581","2112.240"," 586.733"," 89","0"," 84"," 93","   1.100"," 160.439","  44.566","  28.000","  850","  850"
"13:17:38:466","64087397378808"," 200.597","  28.050"," 3100"," 3000"," 3100"," 3100","  12.012","2444.387"," 678.996","  10.470","2113.292"," 587.026"," 92","0"," 84"," 93","   0.712"," 160.510","  44.586","  28.000","  850","  850"
"13:17:38:567","64087670151132"," 200.698","  26.370"," 3100"," 2900"," 3100"," 3100","  11.699","2445.569"," 679.325","  10.126","2114.315"," 587.310"," 90","0"," 84"," 93","   0.700"," 160.581","  44.606","  28.000","  850","  850"
"13:17:38:667","64087940899380"," 200.799","  32.240"," 3095"," 2900"," 3100"," 3100","  12.949","2446.867"," 679.685","  11.185","2115.437"," 587.621"," 92","0"," 83"," 93","   0.936"," 160.675","  44.632","  28.000","  650","  650"
"13:17:38:768","64088212631343"," 200.899","  26.561"," 3100"," 3000"," 3100"," 3100","  11.844","2448.059"," 680.017","  10.255","2116.469"," 587.908"," 92","0"," 84"," 93","   0.741"," 160.749","  44.653","  28.000","  650","  650"
"13:17:38:869","64088485411248"," 201.000","  28.083"," 3100"," 3000"," 3100"," 3100","  11.917","2449.263"," 680.351","  10.374","2117.517"," 588.199"," 92","0"," 84"," 92","   0.710"," 160.821","  44.673","  28.000","  650","  650"
"13:17:38:969","64088755553046"," 201.100","  26.526"," 3100"," 3000"," 3100"," 3100","  11.675","2450.432"," 680.675","  10.101","2118.527"," 588.480"," 92","0"," 83"," 93","   0.683"," 160.889","  44.692","  28.000","  650","  650"
"13:17:39:070","64089028331754"," 201.201","  31.870"," 3100"," 2900"," 3100"," 3100","  12.994","2451.744"," 681.040","  11.304","2119.669"," 588.797"," 92","0"," 84"," 93","   0.900"," 160.980","  44.717","  28.000","  500","  500"
"13:17:39:171","64089301112214"," 201.302","  26.744"," 3098"," 2900"," 3100"," 3100","  11.888","2452.945"," 681.374","  10.306","2120.711"," 589.086"," 91","0"," 84"," 93","   0.750"," 161.056","  44.738","  28.000","  500","  500"
"13:17:39:272","64089573888051"," 201.403","  30.797"," 3099"," 2900"," 3100"," 3100","  12.502","2454.208"," 681.725","  10.958","2121.818"," 589.394"," 91","0"," 83"," 93","   0.775"," 161.134","  44.760","  28.000","  500","  500"
"13:17:39:373","64089846671142"," 201.505","  31.167"," 3097"," 2900"," 3100"," 3100","  13.634","2455.586"," 682.107","  11.549","2122.985"," 589.718"," 91","0"," 83"," 93","   1.052"," 161.241","  44.789","  28.000","  850","  850"
"13:17:39:474","64090119441429"," 201.606","  29.061"," 3097"," 2900"," 3100"," 3100","  12.510","2456.850"," 682.458","  10.808","2124.076"," 590.021"," 90","0"," 84"," 93","   0.916"," 161.333","  44.815","  28.000","  800","  800"
"13:17:39:575","64090392217311"," 201.707","  26.316"," 3099"," 2900"," 3100"," 3100","  11.702","2458.032"," 682.787","  10.107","2125.098"," 590.305"," 90","0"," 84"," 94","   0.678"," 161.402","  44.834","  28.000","  800","  800"
"13:17:39:676","64090664997372"," 201.808","  27.199"," 3100"," 3000"," 3100"," 3100","  11.724","2459.216"," 683.116","  10.175","2126.126"," 590.590"," 91","0"," 84"," 93","   0.689"," 161.471","  44.853","  28.000","  800","  800"
"13:17:39:777","64090937088132"," 201.908","  26.292"," 3100"," 3000"," 3100"," 3100","  11.806","2460.406"," 683.446","  10.192","2127.153"," 590.876"," 93","0"," 83"," 93","   0.683"," 161.540","  44.872","  28.000","  800","  800"
"13:17:39:878","64091209856574"," 202.009","  30.485"," 3098"," 2900"," 3100"," 3100","  12.650","2461.684"," 683.801","  11.007","2128.265"," 591.185"," 89","0"," 83"," 93","   0.881"," 161.629","  44.897","  28.000","  700","  700"
"13:17:39:978","64091480157882"," 202.110","  26.699"," 3100"," 3000"," 3100"," 3100","  11.728","2462.858"," 684.127","  10.174","2129.283"," 591.468"," 93","0"," 83"," 94","   0.683"," 161.698","  44.916","  28.000","  700","  700"
"13:17:40:078","64091750734017"," 202.210","  27.612"," 3100"," 2900"," 3100"," 3100","  11.785","2464.039"," 684.455","  10.215","2130.307"," 591.752"," 91","0"," 86"," 93","   0.687"," 161.766","  44.935","  28.000","  700","  700"
"13:17:40:178","64092021294186"," 202.310","  27.989"," 3100"," 3000"," 3100"," 3100","  12.020","2465.244"," 684.790","  10.418","2131.351"," 592.042"," 91","0"," 83"," 93","   0.730"," 161.840","  44.955","  28.000","  700","  700"
"13:17:40:279","64092294066612"," 202.411","  32.326"," 3096"," 2900"," 3100"," 3100","  12.848","2466.542"," 685.150","  11.218","2132.484"," 592.357"," 92","0"," 84"," 93","   0.939"," 161.934","  44.982","  28.000","  600","  600"
"13:17:40:379","64092564255828"," 202.511","  30.773"," 3094"," 2800"," 3100"," 3100","  13.659","2467.909"," 685.530","  11.515","2133.636"," 592.677"," 93","0"," 86"," 94","   1.090"," 162.043","  45.012","  28.000","  850","  850"
"13:17:40:479","64092834383943"," 202.611","  27.326"," 3100"," 3000"," 3100"," 3100","  11.748","2469.084"," 685.857","  10.218","2134.659"," 592.961"," 90","0"," 84"," 93","   0.687"," 162.112","  45.031","  28.000","  850","  850"
"13:17:40:579","64093104583581"," 202.711","  26.758"," 3100"," 3000"," 3100"," 3100","  11.805","2470.265"," 686.185","  10.223","2135.682"," 593.245"," 93","0"," 83"," 93","   0.704"," 162.183","  45.051","  28.000","  850","  850"
