"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:48:23:787","69069555231309"," 268.579","  27.724"," 3100"," 3000"," 3100"," 3100","  12.113","3467.484"," 963.190","  10.499","3013.272"," 837.020"," 89","0"," 81"," 90","   0.801"," 223.899","  62.194","  28.000","  800","  800"
"13:48:23:888","69069827709156"," 268.680","  28.345"," 3100"," 3000"," 3100"," 3100","  11.941","3468.689"," 963.525","  10.352","3014.316"," 837.310"," 89","0"," 82"," 89","   0.715"," 223.971","  62.214","  28.000","  800","  800"
"13:48:23:988","69070098222663"," 268.780","  26.447"," 3099"," 2900"," 3100"," 3100","  11.615","3469.853"," 963.848","  10.033","3015.322"," 837.589"," 90","0"," 81"," 91","   0.697"," 224.041","  62.234","  28.000","  800","  800"
"13:48:24:089","69070370995578"," 268.881","  33.602"," 3099"," 2900"," 3100"," 3100","  12.799","3471.146"," 964.207","  11.119","3016.445"," 837.901"," 90","0"," 83"," 90","   0.883"," 224.130","  62.258","  28.000","  550","  550"
"13:48:24:190","69070643674221"," 268.982","  29.097"," 3100"," 3000"," 3100"," 3100","  12.407","3472.399"," 964.555","  10.784","3017.534"," 838.204"," 90","0"," 82"," 90","   0.835"," 224.214","  62.282","  28.000","  550","  550"
"13:48:24:291","69070916426970"," 269.083","  27.711"," 3099"," 2900"," 3100"," 3100","  11.806","3473.592"," 964.887","  10.213","3018.566"," 838.491"," 90","0"," 81"," 90","   0.703"," 224.285","  62.301","  28.000","  550","  550"
"13:48:24:391","69071186590470"," 269.183","  34.404"," 3090"," 2900"," 3100"," 3100","  14.059","3474.998"," 965.277","  11.987","3019.765"," 838.824"," 88","0"," 81"," 90","   1.072"," 224.392","  62.331","  28.000","  850","  850"
"13:48:24:492","69071459374236"," 269.284","  31.158"," 3095"," 2900"," 3100"," 3100","  12.755","3476.287"," 965.635","  11.014","3020.878"," 839.133"," 90","0"," 82"," 91","   0.936"," 224.487","  62.358","  28.000","  800","  800"
"13:48:24:593","69071730529767"," 269.384","  26.711"," 3100"," 3000"," 3100"," 3100","  11.788","3477.471"," 965.964","  10.179","3021.900"," 839.417"," 88","0"," 81"," 90","   0.742"," 224.562","  62.378","  28.000","  800","  800"
"13:48:24:694","69072003301248"," 269.485","  28.041"," 3100"," 3000"," 3100"," 3100","  11.817","3478.665"," 966.296","  10.239","3022.935"," 839.704"," 90","0"," 81"," 90","   0.692"," 224.632","  62.398","  28.000","  800","  800"
"13:48:24:794","69072273858777"," 269.586","  27.240"," 3100"," 3000"," 3100"," 3100","  11.786","3479.846"," 966.624","  10.214","3023.958"," 839.988"," 90","0"," 81"," 90","   0.693"," 224.701","  62.417","  28.000","  800","  800"
"13:48:24:895","69072546127206"," 269.687","  31.899"," 3100"," 3000"," 3100"," 3097","  12.670","3481.123"," 966.979","  11.036","3025.071"," 840.297"," 90","0"," 82"," 91","   0.850"," 224.787","  62.441","  28.000","  650","  650"
"13:48:24:995","69072816576507"," 269.787","  26.413"," 3100"," 2900"," 3100"," 3100","  11.664","3482.292"," 967.303","  10.063","3026.079"," 840.577"," 88","0"," 82"," 91","   0.735"," 224.860","  62.461","  28.000","  650","  650"
"13:48:25:096","69073089352614"," 269.888","  28.377"," 3100"," 3000"," 3100"," 3100","  11.927","3483.497"," 967.638","  10.375","3027.127"," 840.869"," 90","0"," 83"," 91","   0.695"," 224.931","  62.481","  28.000","  650","  650"
"13:48:25:196","69073359589800"," 269.988","  26.944"," 3100"," 3000"," 3100"," 3100","  11.642","3484.662"," 967.962","  10.058","3028.134"," 841.148"," 89","0"," 81"," 91","   0.679"," 224.998","  62.500","  28.000","  650","  650"
"13:48:25:296","69073630391496"," 270.088","  29.511"," 3100"," 3000"," 3100"," 3100","  12.260","3485.892"," 968.303","  10.637","3029.201"," 841.445"," 87","0"," 81"," 91","   0.818"," 225.081","  62.522","  28.000","  550","  550"
"13:48:25:396","69073900689870"," 270.188","  34.430"," 3095"," 2900"," 3100"," 3100","  14.296","3487.323"," 968.701","  12.172","3030.419"," 841.783"," 89","0"," 82"," 91","   1.164"," 225.197","  62.555","  28.000","  850","  850"
"13:48:25:497","69074171120019"," 270.288","  27.763"," 3100"," 3000"," 3100"," 3100","  12.008","3488.525"," 969.035","  10.398","3031.461"," 842.072"," 91","0"," 81"," 92","   0.762"," 225.273","  62.576","  28.000","  850","  850"
"13:48:25:598","69074443900341"," 270.389","  27.296"," 3100"," 3000"," 3100"," 3100","  11.724","3489.710"," 969.364","  10.140","3032.485"," 842.357"," 88","0"," 81"," 91","   0.694"," 225.344","  62.595","  28.000","  850","  850"
"13:48:25:699","69074716683777"," 270.490","  29.994"," 3098"," 2900"," 3100"," 3100","  12.401","3490.963"," 969.712","  10.699","3033.566"," 842.657"," 88","0"," 82"," 90","   0.814"," 225.426","  62.618","  28.000","  800","  800"
"13:48:25:799","69074986766700"," 270.591","  27.658"," 3100"," 3000"," 3100"," 3100","  12.197","3492.183"," 970.051","  10.560","3034.622"," 842.951"," 90","0"," 82"," 91","   0.799"," 225.506","  62.640","  28.000","  800","  800"
"13:48:25:899","69075256838331"," 270.691","  27.333"," 3099"," 2900"," 3100"," 3100","  11.844","3493.368"," 970.380","  10.266","3035.649"," 843.236"," 86","0"," 82"," 91","   0.700"," 225.576","  62.660","  28.000","  800","  800"
"13:48:26:000","69075529651392"," 270.792","  26.547"," 3100"," 3000"," 3100"," 3100","  11.653","3494.545"," 970.707","  10.081","3036.668"," 843.519"," 88","0"," 82"," 91","   0.697"," 225.646","  62.680","  28.000","  800","  800"
"13:48:26:100","69075801626262"," 270.892","  30.539"," 3100"," 3000"," 3100"," 3097","  12.480","3495.802"," 971.056","  10.807","3037.757"," 843.821"," 90","0"," 81"," 90","   0.833"," 225.730","  62.703","  28.000","  550","  550"
"13:48:26:202","69076074419229"," 270.993","  30.901"," 3100"," 3000"," 3100"," 3100","  12.731","3497.089"," 971.413","  11.101","3038.878"," 844.133"," 89","0"," 82"," 91","   0.848"," 225.816","  62.727","  28.000","  550","  550"
"13:48:26:303","69076347183999"," 271.094","  27.581"," 3100"," 3000"," 3100"," 3100","  11.775","3498.278"," 971.744","  10.187","3039.907"," 844.419"," 89","0"," 82"," 91","   0.709"," 225.887","  62.746","  28.000","  550","  550"
"13:48:26:403","69076617283275"," 271.194","  34.404"," 3096"," 2900"," 3100"," 3100","  14.149","3499.694"," 972.137","  12.070","3041.115"," 844.754"," 87","0"," 82"," 90","   1.081"," 225.995","  62.777","  28.000","  850","  850"
"13:48:26:503","69076887575673"," 271.295","  30.883"," 3097"," 2900"," 3100"," 3100","  12.860","3500.981"," 972.495","  11.131","3042.229"," 845.064"," 90","0"," 82"," 90","   0.941"," 226.090","  62.803","  28.000","  800","  800"
"13:48:26:604","69077160347904"," 271.396","  26.881"," 3100"," 3000"," 3100"," 3100","  11.925","3502.186"," 972.829","  10.304","3043.270"," 845.353"," 90","0"," 81"," 90","   0.756"," 226.166","  62.824","  28.000","  800","  800"
"13:48:26:704","69077431631073"," 271.496","  27.916"," 3100"," 3000"," 3100"," 3100","  11.864","3503.378"," 973.160","  10.284","3044.303"," 845.640"," 89","0"," 81"," 91","   0.683"," 226.235","  62.843","  28.000","  800","  800"
"13:48:26:804","69077701688424"," 271.596","  27.110"," 3100"," 3000"," 3100"," 3100","  11.653","3504.543"," 973.484","  10.066","3045.310"," 845.920"," 90","0"," 81"," 90","   0.678"," 226.303","  62.862","  28.000","  800","  800"
"13:48:26:905","69077972652432"," 271.696","  31.305"," 3100"," 3000"," 3100"," 3100","  12.589","3505.807"," 973.835","  10.965","3046.411"," 846.225"," 89","0"," 81"," 90","   0.850"," 226.388","  62.886","  28.000","  700","  700"
"13:48:27:005","69078242851770"," 271.797","  28.017"," 3100"," 3000"," 3100"," 3100","  11.782","3506.986"," 974.163","  10.202","3047.432"," 846.509"," 90","0"," 81"," 90","   0.750"," 226.463","  62.906","  28.000","  700","  700"
"13:48:27:105","69078512909739"," 271.897","  27.107"," 3100"," 3000"," 3100"," 3100","  11.742","3508.160"," 974.489","  10.211","3048.453"," 846.792"," 90","0"," 81"," 91","   0.682"," 226.531","  62.925","  28.000","  700","  700"
"13:48:27:205","69078783187692"," 271.997","  26.842"," 3100"," 3000"," 3100"," 3100","  11.771","3509.339"," 974.816","  10.176","3049.472"," 847.075"," 88","0"," 81"," 91","   0.687"," 226.600","  62.944","  28.000","  700","  700"
"13:48:27:305","69079053325566"," 272.097","  30.601"," 3099"," 2900"," 3100"," 3100","  12.405","3510.580"," 975.161","  10.750","3050.547"," 847.374"," 88","0"," 81"," 91","   0.841"," 226.684","  62.968","  28.000","  550","  550"
"13:48:27:405","69079323876081"," 272.197","  33.559"," 3099"," 2900"," 3100"," 3100","  14.080","3511.990"," 975.553","  12.008","3051.750"," 847.708"," 88","0"," 82"," 91","   1.146"," 226.799","  63.000","  28.000","  850","  850"
"13:48:27:505","69079594963758"," 272.297","  28.025"," 3100"," 3000"," 3100"," 3100","  11.837","3513.179"," 975.883","  10.309","3052.785"," 847.996"," 91","0"," 82"," 91","   0.755"," 226.875","  63.021","  28.000","  850","  850"
"13:48:27:606","69079865452770"," 272.398","  27.058"," 3100"," 3000"," 3100"," 3100","  11.597","3514.341"," 976.206","  10.022","3053.789"," 848.275"," 87","0"," 82"," 91","   0.699"," 226.945","  63.040","  28.000","  850","  850"
"13:48:27:706","69080135816250"," 272.498","  29.984"," 3098"," 2900"," 3100"," 3100","  12.601","3515.603"," 976.556","  10.877","3054.879"," 848.577"," 87","0"," 82"," 91","   0.827"," 227.027","  63.063","  28.000","  800","  800"
"13:48:27:806","69080406319104"," 272.598","  28.180"," 3100"," 3000"," 3100"," 3100","  12.091","3516.814"," 976.893","  10.462","3055.927"," 848.869"," 88","0"," 81"," 90","   0.796"," 227.107","  63.085","  28.000","  800","  800"
"13:48:27:906","69080676558756"," 272.698","  27.603"," 3100"," 3000"," 3100"," 3100","  11.696","3517.985"," 977.218","  10.139","3056.942"," 849.150"," 87","0"," 82"," 90","   0.700"," 227.177","  63.105","  28.000","  800","  800"
"13:48:28:007","69080947893639"," 272.798","  26.836"," 3100"," 3000"," 3100"," 3100","  11.675","3519.158"," 977.544","  10.111","3057.958"," 849.433"," 88","0"," 81"," 91","   0.694"," 227.247","  63.124","  28.000","  800","  800"
"13:48:28:107","69081218001537"," 272.898","  31.213"," 3100"," 3000"," 3100"," 3100","  12.448","3520.403"," 977.890","  10.773","3059.035"," 849.732"," 87","0"," 81"," 90","   0.863"," 227.333","  63.148","  28.000","  550","  550"
"13:48:28:207","69081488211303"," 272.999","  30.391"," 3099"," 2900"," 3100"," 3098","  12.623","3521.666"," 978.241","  11.024","3060.139"," 850.039"," 87","0"," 81"," 91","   0.850"," 227.418","  63.172","  28.000","  550","  550"
"13:48:28:308","69081760994397"," 273.100","  27.570"," 3100"," 3000"," 3100"," 3100","  11.811","3522.860"," 978.572","  10.221","3061.171"," 850.325"," 86","0"," 82"," 90","   0.709"," 227.490","  63.192","  28.000","  550","  550"
"13:48:28:408","69082031054307"," 273.200","  34.218"," 3097"," 2900"," 3100"," 3100","  14.226","3524.283"," 978.967","  12.127","3062.384"," 850.662"," 91","0"," 84"," 92","   1.090"," 227.599","  63.222","  28.000","  500","  500"
"13:48:28:508","69082301556837"," 273.300","  29.534"," 3099"," 2900"," 3100"," 3100","  12.675","3525.552"," 979.320","  10.991","3063.485"," 850.968"," 90","0"," 82"," 92","   0.939"," 227.693","  63.248","  28.000","  500","  500"
"13:48:28:609","69082574330943"," 273.401","  27.752"," 3100"," 3000"," 3100"," 3100","  11.943","3526.759"," 979.655","  10.344","3064.530"," 851.258"," 90","0"," 81"," 91","   0.741"," 227.768","  63.269","  28.000","  500","  500"
"13:48:28:709","69082844750589"," 273.501","  26.923"," 3100"," 3000"," 3100"," 3100","  11.681","3527.929"," 979.980","  10.094","3065.541"," 851.539"," 90","0"," 81"," 90","   0.680"," 227.836","  63.288","  28.000","  500","  500"
"13:48:28:809","69083115274410"," 273.601","  28.514"," 3099"," 2900"," 3100"," 3100","  11.878","3529.119"," 980.311","  10.299","3066.573"," 851.826"," 87","0"," 83"," 90","   0.689"," 227.905","  63.307","  28.000","  500","  500"
"13:48:28:909","69083385405537"," 273.701","  30.004"," 3100"," 3000"," 3100"," 3100","  12.369","3530.357"," 980.655","  10.751","3067.649"," 852.125"," 89","0"," 81"," 91","   0.837"," 227.989","  63.330","  28.000","  500","  500"
"13:48:29:010","69083658186648"," 273.802","  27.253"," 3099"," 2900"," 3100"," 3100","  11.813","3531.550"," 980.986","  10.222","3068.682"," 852.412"," 89","0"," 82"," 91","   0.733"," 228.063","  63.351","  28.000","  500","  500"
"13:48:29:111","69083930987226"," 273.903","  26.501"," 3100"," 3000"," 3100"," 3100","  11.548","3532.717"," 981.310","  10.014","3069.693"," 852.693"," 86","0"," 81"," 90","   0.678"," 228.132","  63.370","  28.000","  500","  500"
"13:48:29:213","69084203754111"," 274.004","  29.692"," 3100"," 3000"," 3100"," 3100","  12.055","3533.935"," 981.649","  10.469","3070.751"," 852.986"," 90","0"," 81"," 91","   0.717"," 228.204","  63.390","  28.000","  500","  500"
"13:48:29:313","69084473812020"," 274.104","  29.158"," 3099"," 2900"," 3100"," 3100","  12.143","3535.149"," 981.986","  10.530","3071.804"," 853.279"," 86","0"," 81"," 90","   0.823"," 228.286","  63.413","  28.000","  500","  500"
"13:48:29:413","69084744298341"," 274.205","  36.897"," 3095"," 2900"," 3100"," 3100","  14.294","3536.581"," 982.384","  12.179","3073.024"," 853.618"," 91","0"," 84"," 91","   1.208"," 228.407","  63.446","  28.000","  850","  850"
"13:48:29:514","69085017073776"," 274.306","  26.647"," 3099"," 2900"," 3100"," 3100","  11.706","3537.764"," 982.712","  10.106","3074.045"," 853.902"," 90","0"," 82"," 92","   0.749"," 228.483","  63.467","  28.000","  850","  850"
"13:48:29:614","69085287512121"," 274.406","  27.579"," 3100"," 3000"," 3100"," 3100","  11.920","3538.958"," 983.044","  10.342","3075.081"," 854.189"," 88","0"," 82"," 90","   0.712"," 228.554","  63.487","  28.000","  850","  850"
"13:48:29:715","69085560295263"," 274.507","  29.203"," 3100"," 3000"," 3100"," 3100","  12.416","3540.212"," 983.392","  10.727","3076.165"," 854.490"," 89","0"," 82"," 90","   0.842"," 228.639","  63.511","  28.000","  650","  650"
"13:48:29:816","69085833073635"," 274.608","  28.678"," 3099"," 2900"," 3100"," 3100","  12.262","3541.451"," 983.736","  10.639","3077.240"," 854.789"," 89","0"," 82"," 90","   0.802"," 228.720","  63.533","  28.000","  650","  650"
"13:48:29:917","69086105846970"," 274.709","  27.016"," 3100"," 3000"," 3100"," 3100","  11.629","3542.626"," 984.063","  10.069","3078.257"," 855.071"," 90","0"," 81"," 90","   0.689"," 228.790","  63.553","  28.000","  650","  650"
"13:48:30:017","69086376093954"," 274.809","  26.750"," 3100"," 3000"," 3100"," 3100","  11.597","3543.787"," 984.385","  10.041","3079.262"," 855.351"," 88","0"," 83"," 91","   0.702"," 228.860","  63.572","  28.000","  650","  650"
"13:48:30:117","69086646202710"," 274.909","  30.572"," 3100"," 2900"," 3100"," 3100","  12.449","3545.032"," 984.731","  10.802","3080.343"," 855.651"," 89","0"," 82"," 91","   0.835"," 228.944","  63.595","  28.000","  500","  500"
"13:48:30:217","69086916339204"," 275.009","  29.271"," 3100"," 3000"," 3100"," 3100","  12.459","3546.279"," 985.077","  10.836","3081.427"," 855.952"," 88","0"," 81"," 90","   0.820"," 229.026","  63.618","  28.000","  500","  500"
"13:48:30:318","69087189118224"," 275.110","  28.176"," 3100"," 3000"," 3100"," 3100","  11.907","3547.482"," 985.412","  10.328","3082.470"," 856.242"," 88","0"," 82"," 90","   0.697"," 229.096","  63.638","  28.000","  500","  500"
"13:48:30:418","69087459280851"," 275.210","  33.422"," 3098"," 2900"," 3100"," 3100","  14.018","3548.884"," 985.801","  11.905","3083.661"," 856.573"," 87","0"," 81"," 91","   1.084"," 229.205","  63.668","  28.000","  550","  550"
"13:48:30:519","69087732067818"," 275.311","  31.140"," 3100"," 2900"," 3100"," 3100","  12.655","3550.163"," 986.156","  10.974","3084.770"," 856.881"," 89","0"," 82"," 91","   0.950"," 229.301","  63.695","  28.000","  500","  500"
"13:48:30:620","69088003444551"," 275.412","  26.455"," 3099"," 2900"," 3100"," 3100","  11.632","3551.332"," 986.481","  10.058","3085.781"," 857.161"," 88","0"," 81"," 91","   0.727"," 229.374","  63.715","  28.000","  500","  500"
"13:48:30:721","69088276218675"," 275.513","  28.824"," 3100"," 3000"," 3100"," 3100","  11.934","3552.538"," 986.816","  10.350","3086.827"," 857.452"," 89","0"," 82"," 90","   0.700"," 229.444","  63.735","  28.000","  500","  500"
"13:48:30:821","69088546337964"," 275.613","  27.327"," 3100"," 3000"," 3100"," 3100","  11.877","3553.726"," 987.146","  10.266","3087.854"," 857.737"," 88","0"," 82"," 91","   0.693"," 229.514","  63.754","  28.000","  500","  500"
"13:48:30:921","69088816910337"," 275.713","  31.719"," 3100"," 2900"," 3100"," 3100","  12.552","3554.984"," 987.495","  10.936","3088.950"," 858.042"," 90","0"," 81"," 90","   0.859"," 229.600","  63.778","  28.000","  500","  500"
"13:48:31:021","69089087287485"," 275.813","  26.232"," 3100"," 3000"," 3100"," 3100","  11.591","3556.144"," 987.818","  10.021","3089.953"," 858.320"," 89","0"," 82"," 91","   0.727"," 229.673","  63.798","  28.000","  500","  500"
"13:48:31:121","69089357552103"," 275.913","  28.760"," 3100"," 3000"," 3100"," 3100","  11.858","3557.331"," 988.148","  10.330","3090.987"," 858.608"," 88","0"," 82"," 91","   0.701"," 229.743","  63.817","  28.000","  500","  500"
"13:48:31:222","69089630328276"," 276.014","  26.784"," 3100"," 3000"," 3100"," 3100","  11.697","3558.513"," 988.476","  10.102","3092.008"," 858.891"," 89","0"," 81"," 90","   0.685"," 229.812","  63.837","  28.000","  500","  500"
"13:48:31:323","69089900833800"," 276.114","  29.767"," 3100"," 3000"," 3100"," 3100","  12.221","3559.737"," 988.816","  10.598","3093.070"," 859.186"," 89","0"," 81"," 90","   0.832"," 229.895","  63.860","  28.000","  500","  500"
"13:48:31:423","69090172363512"," 276.215","  35.821"," 3093"," 2900"," 3100"," 3100","  14.468","3561.192"," 989.220","  12.333","3094.310"," 859.531"," 86","0"," 83"," 90","   1.208"," 230.017","  63.894","  28.000","  850","  850"
"13:48:31:523","69090442868871"," 276.315","  28.318"," 3100"," 3000"," 3100"," 3100","  11.770","3562.372"," 989.548","  10.193","3095.331"," 859.814"," 89","0"," 81"," 91","   0.715"," 230.088","  63.913","  28.000","  850","  850"
"13:48:31:624","69090714513744"," 276.416","  26.476"," 3100"," 3000"," 3100"," 3100","  11.728","3563.552"," 989.875","  10.143","3096.352"," 860.098"," 89","0"," 81"," 90","   0.699"," 230.159","  63.933","  28.000","  850","  850"
"13:48:31:724","69090985423668"," 276.516","  29.836"," 3098"," 2900"," 3100"," 3100","  12.427","3564.798"," 990.222","  10.677","3097.423"," 860.395"," 88","0"," 82"," 90","   0.842"," 230.243","  63.956","  28.000","  750","  750"
"13:48:31:824","69091255663434"," 276.616","  28.621"," 3099"," 3000"," 3100"," 3100","  12.349","3566.034"," 990.565","  10.713","3098.495"," 860.693"," 90","0"," 81"," 91","   0.805"," 230.324","  63.979","  28.000","  750","  750"
"13:48:31:925","69091526188125"," 276.716","  28.279"," 3099"," 2900"," 3100"," 3100","  11.858","3567.222"," 990.895","  10.280","3099.525"," 860.979"," 87","0"," 81"," 91","   0.697"," 230.394","  63.998","  28.000","  750","  750"
"13:48:32:025","69091796751615"," 276.817","  26.676"," 3100"," 3000"," 3100"," 3100","  11.798","3568.405"," 991.224","  10.197","3100.547"," 861.263"," 86","0"," 82"," 91","   0.698"," 230.464","  64.018","  28.000","  750","  750"
"13:48:32:125","69092066823138"," 276.917","  29.252"," 3100"," 3000"," 3100"," 3100","  12.248","3569.630"," 991.564","  10.618","3101.609"," 861.558"," 89","0"," 81"," 90","   0.803"," 230.544","  64.040","  28.000","  600","  600"
"13:48:32:225","69092337089730"," 277.017","  29.588"," 3100"," 3000"," 3100"," 3100","  12.474","3570.878"," 991.911","  10.865","3102.696"," 861.860"," 89","0"," 81"," 91","   0.829"," 230.627","  64.063","  28.000","  600","  600"
"13:48:32:326","69092609869407"," 277.118","  27.535"," 3100"," 3000"," 3100"," 3100","  11.770","3572.068"," 992.241","  10.181","3103.725"," 862.146"," 89","0"," 81"," 90","   0.686"," 230.696","  64.082","  28.000","  600","  600"
"13:48:32:426","69092880270819"," 277.218","  33.470"," 3098"," 2900"," 3100"," 3100","  14.265","3573.496"," 992.638","  12.129","3104.940"," 862.483"," 91","0"," 82"," 91","   1.080"," 230.804","  64.112","  28.000","  500","  500"
"13:48:32:526","69093150494007"," 277.318","  30.641"," 3099"," 2900"," 3100"," 3100","  12.628","3574.760"," 992.989","  10.952","3106.036"," 862.788"," 87","0"," 82"," 91","   0.943"," 230.899","  64.139","  28.000","  500","  500"
"13:48:32:627","69093423269733"," 277.419","  26.825"," 3100"," 3000"," 3100"," 3100","  11.725","3575.945"," 993.318","  10.124","3107.059"," 863.072"," 90","0"," 81"," 90","   0.725"," 230.972","  64.159","  28.000","  500","  500"
"13:48:32:728","69093695485209"," 277.520","  27.675"," 3100"," 3000"," 3100"," 3100","  11.820","3577.136"," 993.649","  10.227","3108.090"," 863.358"," 87","0"," 81"," 90","   0.687"," 231.041","  64.178","  28.000","  500","  500"
"13:48:32:828","69093966001647"," 277.620","  26.784"," 3100"," 3000"," 3100"," 3100","  11.700","3578.308"," 993.975","  10.100","3109.102"," 863.639"," 90","0"," 81"," 91","   0.679"," 231.109","  64.197","  28.000","  500","  500"
"13:48:32:928","69094236031584"," 277.720","  31.514"," 3100"," 2900"," 3100"," 3100","  12.514","3579.560"," 994.322","  10.880","3110.190"," 863.942"," 86","0"," 84"," 92","   0.858"," 231.195","  64.221","  28.000","  500","  500"
"13:48:33:029","69094508811591"," 277.821","  27.103"," 3100"," 3000"," 3100"," 3100","  11.917","3580.764"," 994.657","  10.314","3111.232"," 864.231"," 88","0"," 81"," 91","   0.716"," 231.267","  64.241","  28.000","  500","  500"
"13:48:33:129","69094779108057"," 277.921","  27.637"," 3100"," 3000"," 3100"," 3100","  11.724","3581.938"," 994.983","  10.150","3112.248"," 864.513"," 88","0"," 83"," 90","   0.693"," 231.337","  64.260","  28.000","  500","  500"
"13:48:33:230","69095051876331"," 278.022","  27.303"," 3100"," 3000"," 3100"," 3100","  11.831","3583.133"," 995.315","  10.251","3113.284"," 864.801"," 88","0"," 82"," 90","   0.685"," 231.406","  64.279","  28.000","  500","  500"
"13:48:33:331","69095321947818"," 278.122","  29.726"," 3099"," 2900"," 3100"," 3100","  12.427","3584.376"," 995.660","  10.714","3114.355"," 865.099"," 86","0"," 81"," 91","   0.884"," 231.494","  64.304","  28.000","  500","  500"
"13:48:33:431","69095592311976"," 278.222","  35.121"," 3094"," 2900"," 3100"," 3100","  14.282","3585.806"," 996.057","  12.178","3115.575"," 865.437"," 88","0"," 81"," 91","   1.190"," 231.614","  64.337","  28.000","  850","  850"
"13:48:33:532","69095864597670"," 278.323","  27.481"," 3100"," 3000"," 3100"," 3100","  11.876","3587.004"," 996.390","  10.294","3116.613"," 865.726"," 89","0"," 82"," 91","   0.697"," 231.684","  64.357","  28.000","  850","  850"
"13:48:33:632","69096135093354"," 278.424","  27.154"," 3100"," 3000"," 3100"," 3100","  11.687","3588.174"," 996.715","  10.104","3117.625"," 866.007"," 89","0"," 81"," 90","   0.695"," 231.753","  64.376","  28.000","  850","  850"
"13:48:33:732","69096406386843"," 278.524","  28.839"," 3096"," 2900"," 3100"," 3100","  12.332","3589.414"," 997.059","  10.627","3118.693"," 866.304"," 87","0"," 81"," 90","   0.817"," 231.836","  64.399","  28.000","  800","  800"
"13:48:33:832","69096676870212"," 278.624","  28.658"," 3100"," 2900"," 3100"," 3100","  12.136","3590.629"," 997.397","  10.523","3119.747"," 866.596"," 88","0"," 81"," 91","   0.798"," 231.915","  64.421","  28.000","  800","  800"
"13:48:33:933","69096949648929"," 278.725","  27.073"," 3100"," 3000"," 3100"," 3100","  11.640","3591.805"," 997.724","  10.077","3120.765"," 866.879"," 90","0"," 82"," 91","   0.686"," 231.985","  64.440","  28.000","  800","  800"
"13:48:34:034","69097222425813"," 278.826","  27.991"," 3100"," 3000"," 3100"," 3100","  11.951","3593.013"," 998.059","  10.362","3121.812"," 867.170"," 90","0"," 81"," 90","   0.705"," 232.056","  64.460","  28.000","  800","  800"
"13:48:34:135","69097492970109"," 278.926","  28.083"," 3100"," 3000"," 3100"," 3100","  12.051","3594.220"," 998.395","  10.384","3122.852"," 867.459"," 89","0"," 81"," 90","   0.788"," 232.135","  64.482","  28.000","  700","  700"
"13:48:34:235","69097765281399"," 279.027","  31.282"," 3100"," 2900"," 3100"," 3100","  12.551","3595.486"," 998.746","  10.943","3123.956"," 867.766"," 89","0"," 81"," 91","   0.842"," 232.220","  64.506","  28.000","  700","  700"
"13:48:34:336","69098035613415"," 279.127","  26.331"," 3099"," 2900"," 3100"," 3100","  11.614","3596.649"," 999.069","  10.025","3124.960"," 868.044"," 90","0"," 81"," 90","   0.678"," 232.288","  64.524","  28.000","  700","  700"
"13:48:34:437","69098308398609"," 279.228","  35.696"," 3094"," 2900"," 3100"," 3100","  14.136","3598.077"," 999.466","  12.030","3126.175"," 868.382"," 86","0"," 81"," 91","   1.145"," 232.404","  64.557","  28.000","  850","  850"
"13:48:34:537","69098578789692"," 279.329","  28.994"," 3098"," 2900"," 3100"," 3100","  12.344","3599.313"," 999.809","  10.644","3127.241"," 868.678"," 90","0"," 81"," 90","   0.856"," 232.489","  64.580","  28.000","  800","  800"
"13:48:34:638","69098851577658"," 279.430","  33.464"," 3100"," 3000"," 3100"," 3100","  13.134","3600.640","1000.178","  11.542","3128.407"," 869.002"," 91","0"," 84"," 92","   0.821"," 232.572","  64.603","  28.000","  800","  800"
"13:48:34:738","69099121651869"," 279.530","  27.050"," 3100"," 3000"," 3100"," 3100","  11.701","3601.811","1000.503","  10.113","3129.419"," 869.283"," 88","0"," 82"," 91","   0.705"," 232.643","  64.623","  28.000","  800","  800"
"13:48:34:838","69099392094570"," 279.630","  28.742"," 3100"," 3000"," 3100"," 3100","  11.914","3603.004","1000.834","  10.336","3130.454"," 869.571"," 89","0"," 82"," 91","   0.698"," 232.713","  64.642","  28.000","  800","  800"
"13:48:34:938","69099662161791"," 279.730","  30.286"," 3097"," 2900"," 3100"," 3100","  12.527","3604.257","1001.183","  10.782","3131.533"," 869.870"," 88","0"," 81"," 90","   0.863"," 232.799","  64.666","  28.000","  550","  550"
"13:48:35:039","69099934929897"," 279.831","  29.878"," 3100"," 3000"," 3100"," 3100","  12.519","3605.522","1001.534","  10.889","3132.633"," 870.176"," 88","0"," 82"," 90","   0.821"," 232.882","  64.689","  28.000","  550","  550"
