"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:43:55:208","68344529073740","   0.000","  29.226"," 2483"," 1200"," 3100"," 2497","   6.314","   0.639","   0.177","   4.777","   0.483","   0.134"," 60","0"," 57"," 64","   1.125","   0.114","   0.032","  28.000","  500","    0"
"13:43:55:308","68344799480619","   0.100","  25.822"," 2151"," 1200"," 3100"," 2155","   5.065","   1.146","   0.318","   3.601","   0.844","   0.234"," 64","0"," 57"," 64","   0.992","   0.213","   0.059","  28.000","  500","    0"
"13:43:55:408","68345069554449","   0.200","  27.549"," 2241"," 1200"," 3100"," 2273","   6.315","   1.778","   0.494","   4.406","   1.284","   0.357"," 59","0"," 58"," 64","   1.180","   0.331","   0.092","  28.000","  850","    0"
"13:43:55:509","68345342648664","   0.301","  23.360"," 1669"," 1200"," 2800"," 1663","   3.245","   2.106","   0.585","   1.851","   1.472","   0.409"," 58","0"," 58"," 59","   0.812","   0.413","   0.115","  28.000","  850","    0"
"13:43:55:610","68345612720613","   0.401","  28.324"," 1979"," 1200"," 2800"," 1991","   4.197","   2.526","   0.702","   2.801","   1.752","   0.487"," 59","0"," 57"," 61","   0.910","   0.504","   0.140","  28.000","  850","    0"
"13:43:55:711","68345885793138","   0.502","  24.667"," 1764"," 1200"," 2800"," 1767","   3.644","   2.894","   0.804","   2.202","   1.975","   0.549"," 58","0"," 57"," 60","   0.840","   0.589","   0.164","  28.000","  850","    0"
"13:43:55:811","68346155889555","   0.603","  23.054"," 2041"," 1200"," 2800"," 2063","   3.938","   3.288","   0.913","   2.544","   2.229","   0.619"," 59","0"," 57"," 60","   0.855","   0.675","   0.187","  28.000","  850","    0"
"13:43:55:912","68346428935869","   0.704","  25.092"," 1655"," 1200"," 2800"," 1654","   3.263","   3.618","   1.005","   1.881","   2.419","   0.672"," 59","0"," 57"," 59","   0.827","   0.758","   0.211","  28.000","  850","    0"
"13:43:56:012","68346699266424","   0.804","  22.445"," 1932"," 1300"," 2800"," 1934","   3.742","   3.993","   1.109","   2.344","   2.654","   0.737"," 58","0"," 57"," 60","   0.841","   0.843","   0.234","  28.000","  850","    0"
"13:43:56:112","68346969793182","   0.904","  25.502"," 1788"," 1200"," 2800"," 1795","   3.599","   4.354","   1.209","   2.195","   2.874","   0.798"," 58","0"," 57"," 59","   0.847","   0.928","   0.258","  28.000","  850","    0"
"13:43:56:213","68347242857995","   1.005","  27.863"," 2177"," 1200"," 3100"," 2188","   5.599","   4.920","   1.367","   3.932","   3.272","   0.909"," 59","0"," 57"," 63","   1.074","   1.036","   0.288","  28.000","  850","    0"
"13:43:56:313","68347513309974","   1.105","  25.664"," 2181"," 1200"," 3100"," 2199","   5.270","   5.448","   1.513","   3.741","   3.646","   1.013"," 62","0"," 57"," 64","   1.047","   1.141","   0.317","  28.000","  850","  850"
"13:43:56:414","68347785930228","   1.206","   9.898"," 1672"," 1200"," 3100"," 1668","   3.567","   5.808","   1.613","   1.331","   3.781","   1.050"," 58","0"," 57"," 62","   0.793","   1.221","   0.339","  28.000","  850","    0"
"13:43:56:515","68348056361833","   1.306","  13.672"," 1795"," 1200"," 2800"," 1807","   2.095","   6.018","   1.672","   1.002","   3.881","   1.078"," 61","0"," 57"," 61","   0.610","   1.282","   0.356","  28.000","  850","    0"
"13:43:56:616","68348329316256","   1.408","  49.932"," 2664"," 1400"," 3100"," 2681","  11.132","   7.143","   1.984","   8.850","   4.776","   1.327"," 60","0"," 59"," 65","   1.726","   1.457","   0.405","  28.000","  500","    0"
"13:43:56:717","68348602357038","   1.509","  22.184"," 1980"," 1200"," 2800"," 1976","   4.926","   7.641","   2.123","   2.841","   5.063","   1.406"," 58","0"," 58"," 64","   0.948","   1.553","   0.431","  28.000","  500","    0"
"13:43:56:818","68348875400394","   1.610","   6.770"," 1381"," 1200"," 1700"," 1381","   1.895","   7.833","   2.176","   0.459","   5.110","   1.419"," 58","0"," 57"," 59","   0.530","   1.606","   0.446","  28.000","  500","    0"
"13:43:56:919","68349148435982","   1.711","   4.297"," 1336"," 1200"," 1700"," 1336","   1.183","   7.952","   2.209","   0.261","   5.136","   1.427"," 58","0"," 57"," 58","   0.502","   1.657","   0.460","  28.000","  500","    0"
"13:43:57:019","68349418892339","   1.811","   4.873"," 1328"," 1200"," 1700"," 1335","   1.238","   8.076","   2.243","   0.328","   5.169","   1.436"," 58","0"," 56"," 58","   0.506","   1.708","   0.474","  28.000","  500","    0"
"13:43:57:119","68349689127453","   1.911","   8.226"," 1517"," 1200"," 2800"," 1519","   1.677","   8.244","   2.290","   0.674","   5.236","   1.455"," 57","0"," 57"," 59","   0.535","   1.761","   0.489","  28.000","  500","    0"
"13:43:57:219","68349959476950","   2.011","   5.813"," 1329"," 1200"," 1700"," 1329","   1.300","   8.374","   2.326","   0.358","   5.272","   1.465"," 58","0"," 56"," 58","   0.514","   1.813","   0.504","  28.000","  500","    0"
"13:43:57:319","68350229524821","   2.111","  38.498"," 2888"," 1200"," 3100"," 2912","  10.894","   9.464","   2.629","   9.123","   6.185","   1.718"," 65","0"," 57"," 67","   1.501","   1.963","   0.545","  28.000","  850","  850"
"13:43:57:420","68350500219495","   2.212","  31.078"," 3089"," 2800"," 3100"," 3100","  11.597","  10.627","   2.952","   9.800","   7.167","   1.991"," 65","0"," 61"," 68","   1.216","   2.085","   0.579","  28.000","  750","  750"
"13:43:57:520","68350770378939","   2.312","  26.805"," 3099"," 2900"," 3100"," 3100","  10.298","  11.657","   3.238","   8.678","   8.036","   2.232"," 69","0"," 61"," 71","   0.819","   2.167","   0.602","  28.000","  750","  750"
"13:43:57:620","68351040655260","   2.412","  28.280"," 3100"," 3000"," 3100"," 3100","  10.491","  12.707","   3.530","   8.879","   8.924","   2.479"," 67","0"," 61"," 72","   0.707","   2.237","   0.621","  28.000","  750","  750"
"13:43:57:721","68351313438261","   2.513","  27.084"," 3100"," 3000"," 3100"," 3100","  10.384","  13.757","   3.821","   8.776","   9.811","   2.725"," 67","0"," 61"," 72","   0.683","   2.306","   0.641","  28.000","  750","  750"
"13:43:57:822","68351586211890","   2.614","  29.593"," 3100"," 2900"," 3100"," 3100","  10.702","  14.838","   4.122","   9.053","  10.726","   2.979"," 68","0"," 62"," 72","   0.880","   2.395","   0.665","  28.000","  650","  650"
"13:43:57:922","68351856522306","   2.714","  27.723"," 3099"," 3000"," 3100"," 3100","  10.921","  15.931","   4.425","   9.390","  11.666","   3.241"," 70","0"," 61"," 70","   0.723","   2.468","   0.685","  28.000","  650","  650"
"13:43:58:022","68352126671436","   2.814","  26.250"," 3100"," 3000"," 3100"," 3100","  11.062","  17.038","   4.733","   9.572","  12.624","   3.507"," 68","0"," 62"," 71","   0.681","   2.536","   0.704","  28.000","  650","  650"
"13:43:58:123","68352399451434","   2.915","  27.340"," 3100"," 3000"," 3100"," 3100","  11.022","  18.151","   5.042","   9.563","  13.590","   3.775"," 69","0"," 61"," 71","   0.683","   2.605","   0.724","  28.000","  650","  650"
"13:43:58:223","68352670025511","   3.015","  36.543"," 3099"," 2900"," 3100"," 3100","  13.101","  19.464","   5.407","  11.404","  14.733","   4.092"," 68","0"," 62"," 71","   1.173","   2.722","   0.756","  28.000","  500","  500"
"13:43:58:323","68352940248339","   3.115","  43.695"," 3098"," 2900"," 3100"," 3100","  14.246","  20.890","   5.803","  12.484","  15.982","   4.439"," 70","0"," 63"," 71","   1.447","   2.867","   0.796","  28.000","  850","  850"
"13:43:58:424","68353211123463","   3.216","  32.955"," 3097"," 2900"," 3100"," 3100","  13.782","  22.273","   6.187","  11.626","  17.148","   4.763"," 71","0"," 63"," 71","   1.240","   2.992","   0.831","  28.000","  700","  700"
"13:43:58:525","68353483899537","   3.317","  27.343"," 3100"," 3000"," 3100"," 3100","  11.198","  23.404","   6.501","   9.718","  18.130","   5.036"," 68","0"," 62"," 71","   0.734","   3.066","   0.852","  28.000","  700","  700"
"13:43:58:625","68353755302835","   3.417","  26.701"," 3100"," 3000"," 3100"," 3100","  11.087","  24.519","   6.811","   9.599","  19.095","   5.304"," 71","0"," 62"," 72","   0.682","   3.134","   0.871","  28.000","  700","  700"
"13:43:58:726","68354028102429","   3.518","  29.050"," 3100"," 3000"," 3100"," 3100","  11.204","  25.651","   7.125","   9.731","  20.078","   5.577"," 68","0"," 62"," 71","   0.738","   3.209","   0.891","  28.000","  700","  700"
"13:43:58:827","68354300866479","   3.619","  28.658"," 3098"," 2900"," 3100"," 3100","  11.561","  26.818","   7.450","  10.015","  21.090","   5.858"," 69","0"," 62"," 72","   0.852","   3.295","   0.915","  28.000","  550","  550"
"13:43:58:928","68354573646039","   3.720","  27.659"," 3100"," 3000"," 3100"," 3100","  11.226","  27.953","   7.765","   9.745","  22.074","   6.132"," 67","0"," 62"," 72","   0.686","   3.364","   0.935","  28.000","  550","  550"
"13:43:59:029","68354844459405","   3.821","  26.228"," 3100"," 3000"," 3100"," 3100","  10.993","  29.055","   8.071","   9.507","  23.028","   6.397"," 71","0"," 63"," 72","   0.671","   3.432","   0.953","  28.000","  550","  550"
"13:43:59:130","68355117231078","   3.922","  28.496"," 3100"," 3000"," 3100"," 3100","  11.302","  30.197","   8.388","   9.826","  24.021","   6.672"," 67","0"," 62"," 71","   0.725","   3.505","   0.974","  28.000","  550","  550"
"13:43:59:231","68355390011007","   4.023","  29.924"," 3100"," 3000"," 3100"," 3100","  11.790","  31.388","   8.719","  10.264","  25.058","   6.960"," 71","0"," 63"," 72","   0.861","   3.592","   0.998","  28.000","  500","  500"
"13:43:59:331","68355660098853","   4.123","  35.213"," 3100"," 2900"," 3100"," 3100","  13.630","  32.752","   9.098","  11.788","  26.237","   7.288"," 71","0"," 63"," 72","   1.092","   3.701","   1.028","  28.000","  850","  850"
"13:43:59:431","68355930307083","   4.223","  26.993"," 3100"," 2900"," 3100"," 3100","  11.060","  33.858","   9.405","   9.580","  27.195","   7.554"," 71","0"," 63"," 72","   0.780","   3.779","   1.050","  28.000","  850","  850"
"13:43:59:532","68356202633649","   4.324","  28.408"," 3100"," 3000"," 3100"," 3100","  11.279","  34.996","   9.721","   9.807","  28.185","   7.829"," 71","0"," 63"," 72","   0.725","   3.852","   1.070","  28.000","  850","  850"
"13:43:59:632","68356472975784","   4.424","  28.123"," 3096"," 2900"," 3100"," 3100","  11.519","  36.149","  10.042","   9.937","  29.180","   8.105"," 69","0"," 63"," 72","   0.852","   3.938","   1.094","  28.000","  750","  750"
"13:43:59:733","68356745768253","   4.525","  27.064"," 3100"," 3000"," 3100"," 3100","  11.018","  37.263","  10.351","   9.551","  30.145","   8.374"," 71","0"," 63"," 72","   0.686","   4.007","   1.113","  28.000","  750","  750"
"13:43:59:834","68357018545593","   4.626","  27.431"," 3100"," 3000"," 3100"," 3100","  11.125","  38.387","  10.663","   9.651","  31.120","   8.644"," 71","0"," 63"," 72","   0.692","   4.077","   1.132","  28.000","  750","  750"
"13:43:59:934","68357289076656","   4.726","  29.103"," 3100"," 3000"," 3100"," 3100","  11.596","  39.548","  10.986","  10.082","  32.130","   8.925"," 72","0"," 63"," 72","   0.727","   4.150","   1.153","  28.000","  750","  750"
"13:44:00:035","68357561857842","   4.827","  36.136"," 3095"," 2900"," 3100"," 3100","  12.678","  40.829","  11.341","  11.051","  33.246","   9.235"," 71","0"," 64"," 73","   1.049","   4.256","   1.182","  28.000","  500","  500"
"13:44:00:136","68357834630586","   4.928","  27.619"," 3100"," 3000"," 3100"," 3100","  11.230","  41.964","  11.657","   9.745","  34.231","   9.509"," 71","0"," 64"," 72","   0.733","   4.330","   1.203","  28.000","  500","  500"
"13:44:00:236","68358104821083","   5.028","  26.899"," 3099"," 2900"," 3100"," 3100","  11.022","  43.067","  11.963","   9.548","  35.186","   9.774"," 69","0"," 63"," 72","   0.684","   4.398","   1.222","  28.000","  500","  500"
"13:44:00:336","68358374916480","   5.128","  37.703"," 3096"," 2900"," 3100"," 3100","  13.620","  44.429","  12.341","  11.785","  36.365","  10.101"," 71","0"," 63"," 72","   1.146","   4.513","   1.254","  28.000","  850","  850"
"13:44:00:437","68358646010508","   5.229","  28.637"," 3097"," 2900"," 3100"," 3100","  11.600","  45.594","  12.665","  10.017","  37.371","  10.381"," 72","0"," 64"," 73","   0.881","   4.601","   1.278","  28.000","  750","  750"
"13:44:00:537","68358916056378","   5.329","  28.042"," 3100"," 3000"," 3100"," 3100","  11.213","  46.716","  12.977","   9.744","  38.346","  10.652"," 72","0"," 63"," 72","   0.687","   4.670","   1.297","  28.000","  750","  750"
"13:44:00:637","68359186262358","   5.429","  26.809"," 3099"," 2900"," 3100"," 3100","  11.066","  47.823","  13.284","   9.581","  39.304","  10.918"," 72","0"," 64"," 73","   0.701","   4.740","   1.317","  28.000","  750","  750"
"13:44:00:738","68359458803778","   5.530","  29.720"," 3099"," 2900"," 3100"," 3100","  11.579","  48.992","  13.609","  10.101","  40.324","  11.201"," 73","0"," 64"," 73","   0.742","   4.815","   1.338","  28.000","  750","  750"
"13:44:00:839","68359731574092","   5.631","  29.521"," 3099"," 2900"," 3100"," 3100","  11.852","  50.189","  13.941","  10.283","  41.363","  11.490"," 69","0"," 64"," 73","   0.851","   4.901","   1.361","  28.000","  650","  650"
"13:44:00:939","68360002074870","   5.731","  29.059"," 3099"," 2900"," 3100"," 3100","  11.413","  51.333","  14.259","   9.929","  42.358","  11.766"," 72","0"," 64"," 73","   0.741","   4.975","   1.382","  28.000","  650","  650"
"13:44:01:039","68360272303950","   5.831","  26.712"," 3100"," 3000"," 3100"," 3100","  11.263","  52.460","  14.572","   9.731","  43.331","  12.037"," 72","0"," 64"," 73","   0.696","   5.045","   1.401","  28.000","  650","  650"
"13:44:01:140","68360545065393","   5.932","  28.369"," 3100"," 2900"," 3100"," 3100","  11.385","  53.610","  14.892","   9.903","  44.332","  12.314"," 72","0"," 64"," 74","   0.720","   5.118","   1.422","  28.000","  650","  650"
"13:44:01:240","68360815185534","   6.032","  30.168"," 3099"," 2900"," 3100"," 3100","  12.030","  54.814","  15.226","  10.479","  45.380","  12.606"," 69","0"," 65"," 74","   0.853","   5.203","   1.445","  28.000","  550","  550"
"13:44:01:341","68361087970389","   6.133","  37.456"," 3093"," 2900"," 3100"," 3100","  13.824","  56.210","  15.614","  11.904","  46.583","  12.940"," 72","0"," 64"," 74","   1.215","   5.326","   1.479","  28.000","  850","  850"
"13:44:01:442","68361360743910","   6.234","  27.156"," 3100"," 3000"," 3100"," 3100","  11.310","  57.353","  15.931","   9.810","  47.574","  13.215"," 73","0"," 64"," 73","   0.766","   5.403","   1.501","  28.000","  850","  850"
"13:44:01:542","68361630917151","   6.334","  28.264"," 3100"," 2900"," 3100"," 3100","  11.187","  58.472","  16.242","   9.717","  48.546","  13.485"," 73","0"," 64"," 74","   0.694","   5.473","   1.520","  28.000","  850","  850"
"13:44:01:642","68361901472985","   6.434","  30.614"," 3098"," 2900"," 3100"," 3100","  12.068","  59.682","  16.578","  10.410","  49.589","  13.775"," 71","0"," 65"," 74","   0.928","   5.566","   1.546","  28.000","  750","  750"
"13:44:01:743","68362172046993","   6.535","  27.745"," 3100"," 2900"," 3100"," 3100","  11.127","  60.797","  16.888","   9.658","  50.557","  14.044"," 70","0"," 65"," 73","   0.691","   5.635","   1.565","  28.000","  750","  750"
"13:44:01:844","68362444809768","   6.636","  27.387"," 3098"," 2900"," 3100"," 3100","  11.114","  61.919","  17.200","   9.633","  51.530","  14.314"," 73","0"," 64"," 74","   0.701","   5.706","   1.585","  28.000","  750","  750"
"13:44:01:944","68362715219199","   6.736","  28.748"," 3100"," 3000"," 3100"," 3100","  11.348","  63.056","  17.516","   9.876","  52.520","  14.589"," 71","0"," 65"," 73","   0.703","   5.776","   1.604","  28.000","  750","  750"
"13:44:02:045","68362987662351","   6.837","  29.934"," 3099"," 2900"," 3100"," 3100","  11.923","  64.259","  17.850","  10.365","  53.565","  14.879"," 71","0"," 66"," 74","   0.889","   5.866","   1.629","  28.000","  600","  600"
"13:44:02:145","68363257789098","   6.937","  27.417"," 3100"," 3000"," 3100"," 3100","  11.381","  65.398","  18.166","   9.882","  54.554","  15.154"," 73","0"," 64"," 74","   0.696","   5.935","   1.649","  28.000","  600","  600"
"13:44:02:246","68363530562100","   7.038","  26.416"," 3100"," 3000"," 3100"," 3097","  11.090","  66.518","  18.477","   9.597","  55.524","  15.423"," 72","0"," 64"," 74","   0.681","   6.004","   1.668","  28.000","  600","  600"
"13:44:02:346","68363801003586","   7.138","  36.661"," 3095"," 2800"," 3100"," 3100","  13.726","  67.893","  18.859","  11.885","  56.714","  15.754"," 71","0"," 65"," 74","   1.132","   6.118","   1.699","  28.000","  850","  850"
"13:44:02:447","68364073773960","   7.239","  28.240"," 3097"," 2900"," 3100"," 3100","  11.678","  69.073","  19.187","  10.075","  57.732","  16.037"," 72","0"," 66"," 74","   0.874","   6.206","   1.724","  28.000","  800","  800"
"13:44:02:547","68364343897299","   7.339","  28.311"," 3100"," 3000"," 3100"," 3100","  11.361","  70.209","  19.503","   9.880","  58.720","  16.311"," 72","0"," 66"," 74","   0.701","   6.276","   1.743","  28.000","  800","  800"
"13:44:02:648","68364616670103","   7.440","  27.397"," 3100"," 3000"," 3100"," 3100","  11.193","  71.340","  19.817","   9.703","  59.701","  16.584"," 74","0"," 65"," 74","   0.701","   6.347","   1.763","  28.000","  800","  800"
"13:44:02:748","68364886991007","   7.540","  28.430"," 3100"," 3000"," 3100"," 3099","  11.251","  72.467","  20.130","   9.772","  60.679","  16.855"," 71","0"," 66"," 74","   0.729","   6.420","   1.783","  28.000","  800","  800"
"13:44:02:849","68365159740387","   7.641","  30.641"," 3098"," 2900"," 3100"," 3100","  12.398","  73.719","  20.477","  10.532","  61.743","  17.151"," 72","0"," 68"," 75","   0.872","   6.508","   1.808","  28.000","  750","  750"
"13:44:02:949","68365430068950","   7.741","  26.604"," 3100"," 3000"," 3100"," 3100","  11.123","  74.833","  20.787","   9.629","  62.707","  17.419"," 71","0"," 65"," 74","   0.720","   6.580","   1.828","  28.000","  750","  750"
"13:44:03:049","68365700304606","   7.841","  27.642"," 3100"," 3000"," 3100"," 3100","  11.276","  75.961","  21.100","   9.791","  63.687","  17.691"," 73","0"," 66"," 74","   0.701","   6.650","   1.847","  28.000","  750","  750"
"13:44:03:151","68365973085843","   7.942","  27.240"," 3100"," 3000"," 3100"," 3100","  11.286","  77.101","  21.417","   9.793","  64.676","  17.966"," 71","0"," 65"," 74","   0.712","   6.722","   1.867","  28.000","  750","  750"
"13:44:03:251","68366245662918","   8.043","  31.890"," 3099"," 2900"," 3100"," 3100","  12.408","  78.354","  21.765","  10.812","  65.768","  18.269"," 71","0"," 67"," 75","   0.907","   6.814","   1.893","  28.000","  550","  550"
"13:44:03:352","68366515918122","   8.143","  35.099"," 3096"," 2900"," 3100"," 3100","  13.639","  79.719","  22.144","  11.773","  66.946","  18.596"," 73","0"," 66"," 75","   1.171","   6.931","   1.925","  28.000","  850","  850"
"13:44:03:452","68366786146644","   8.244","  28.356"," 3100"," 3000"," 3100"," 3100","  11.550","  80.875","  22.465","  10.045","  67.952","  18.875"," 73","0"," 65"," 75","   0.764","   7.007","   1.947","  28.000","  850","  850"
"13:44:03:552","68367056378265","   8.344","  26.805"," 3100"," 3000"," 3100"," 3100","  11.092","  81.985","  22.774","   9.612","  68.914","  19.143"," 74","0"," 65"," 74","   0.682","   7.076","   1.965","  28.000","  850","  850"
"13:44:03:653","68367329095044","   8.445","  29.362"," 3097"," 2900"," 3100"," 3100","  11.933","  83.191","  23.109","  10.330","  69.957","  19.433"," 74","0"," 65"," 75","   0.886","   7.165","   1.990","  28.000","  800","  800"
"13:44:03:753","68367599526987","   8.545","  26.591"," 3100"," 3000"," 3100"," 3100","  11.176","  84.310","  23.419","   9.683","  70.927","  19.702"," 73","0"," 65"," 75","   0.683","   7.234","   2.009","  28.000","  800","  800"
"13:44:03:854","68367872304240","   8.646","  28.549"," 3099"," 2900"," 3100"," 3100","  11.447","  85.467","  23.741","   9.965","  71.934","  19.982"," 71","0"," 66"," 74","   0.701","   7.304","   2.029","  28.000","  800","  800"
"13:44:03:955","68368145104314","   8.747","  27.242"," 3099"," 2900"," 3100"," 3100","  11.309","  86.609","  24.058","   9.809","  72.925","  20.257"," 73","0"," 66"," 75","   0.716","   7.377","   2.049","  28.000","  800","  800"
"13:44:04:055","68368415448903","   8.847","  31.889"," 3097"," 2900"," 3100"," 3100","  12.096","  87.820","  24.395","  10.554","  73.982","  20.550"," 75","0"," 66"," 75","   0.878","   7.465","   2.073","  28.000","  700","  700"
"13:44:04:156","68368688223864","   8.948","  26.460"," 3100"," 3000"," 3100"," 3100","  11.081","  88.940","  24.705","   9.599","  74.951","  20.820"," 73","0"," 66"," 75","   0.683","   7.534","   2.093","  28.000","  700","  700"
"13:44:04:256","68368958361747","   9.048","  27.337"," 3100"," 3000"," 3100"," 3100","  11.321","  90.072","  25.020","   9.830","  75.935","  21.093"," 75","0"," 66"," 75","   0.683","   7.602","   2.112","  28.000","  700","  700"
"13:44:04:356","68369228742066","   9.148","  36.889"," 3100"," 2900"," 3100"," 3100","  14.100","  91.484","  25.412","  12.214","  77.158","  21.433"," 74","0"," 66"," 75","   1.168","   7.719","   2.144","  28.000","  850","  850"
"13:44:04:456","68369498822916","   9.248","  35.052"," 3099"," 2900"," 3100"," 3100","  12.840","  92.769","  25.769","  11.196","  78.278","  21.744"," 75","0"," 67"," 76","   1.015","   7.820","   2.172","  28.000","  650","  650"
"13:44:04:557","68369769218883","   9.348","  26.645"," 3100"," 3000"," 3100"," 3100","  11.212","  93.892","  26.081","   9.717","  79.251","  22.014"," 75","0"," 66"," 76","   0.680","   7.888","   2.191","  28.000","  650","  650"
"13:44:04:658","68370041995086","   9.449","  27.760"," 3100"," 3000"," 3100"," 3100","  11.212","  95.024","  26.396","   9.733","  80.234","  22.287"," 73","0"," 69"," 76","   0.705","   7.960","   2.211","  28.000","  650","  650"
"13:44:04:758","68370312548085","   9.550","  26.769"," 3100"," 3000"," 3100"," 3100","  10.944","  96.121","  26.700","   9.472","  81.184","  22.551"," 74","0"," 67"," 75","   0.683","   8.028","   2.230","  28.000","  650","  650"
"13:44:04:859","68370585323208","   9.651","  30.539"," 3100"," 3000"," 3100"," 3100","  12.153","  97.349","  27.041","  10.563","  82.251","  22.847"," 73","0"," 67"," 76","   0.904","   8.120","   2.255","  28.000","  500","  500"
"13:44:04:959","68370855830313","   9.751","  26.310"," 3100"," 2900"," 3100"," 3100","  11.040","  98.455","  27.349","   9.551","  83.208","  23.113"," 73","0"," 67"," 76","   0.726","   8.192","   2.276","  28.000","  500","  500"
"13:44:05:059","68371126330716","   9.851","  27.717"," 3100"," 3000"," 3100"," 3100","  11.184","  99.575","  27.660","   9.709","  84.180","  23.383"," 75","0"," 66"," 75","   0.705","   8.263","   2.295","  28.000","  500","  500"
"13:44:05:159","68371396607076","   9.951","  27.914"," 3100"," 3000"," 3100"," 3100","  11.288"," 100.705","  27.974","   9.801","  85.161","  23.656"," 72","0"," 67"," 75","   0.735","   8.336","   2.316","  28.000","  500","  500"
"13:44:05:260","68371669385079","  10.052","  30.255"," 3099"," 2900"," 3100"," 3100","  11.957"," 101.913","  28.309","  10.408","  86.213","  23.948"," 72","0"," 67"," 76","   0.843","   8.422","   2.339","  28.000","  500","  500"
"13:44:05:361","68371942186287","  10.153","  33.133"," 3096"," 2900"," 3100"," 3100","  12.842"," 103.211","  28.670","  11.150","  87.339","  24.261"," 72","0"," 67"," 76","   1.128","   8.535","   2.371","  28.000","  550","  550"
"13:44:05:461","68372212395483","  10.253","  27.459"," 3099"," 2900"," 3100"," 3100","  11.338"," 104.346","  28.985","   9.840","  88.324","  24.535"," 75","0"," 67"," 76","   0.729","   8.608","   2.391","  28.000","  550","  550"
"13:44:05:562","68372482653882","  10.353","  27.270"," 3100"," 3000"," 3100"," 3100","  11.187"," 105.465","  29.296","   9.703","  89.295","  24.804"," 71","0"," 67"," 76","   0.705","   8.679","   2.411","  28.000","  550","  550"
"13:44:05:663","68372755453062","  10.454","  30.309"," 3100"," 3000"," 3100"," 3100","  12.188"," 106.697","  29.638","  10.587","  90.365","  25.101"," 75","0"," 67"," 76","   0.872","   8.767","   2.435","  28.000","  600","  600"
"13:44:05:763","68373025850061","  10.555","  27.209"," 3100"," 3000"," 3100"," 3100","  11.298"," 107.828","  29.952","   9.778","  91.344","  25.373"," 72","0"," 67"," 76","   0.738","   8.841","   2.456","  28.000","  600","  600"
"13:44:05:863","68373297932259","  10.655","  28.987"," 3099"," 2900"," 3100"," 3100","  11.543"," 108.992","  30.275","  10.039","  92.356","  25.654"," 74","0"," 67"," 76","   0.726","   8.914","   2.476","  28.000","  600","  600"
"13:44:05:964","68373569350539","  10.756","  27.246"," 3100"," 3000"," 3100"," 3100","  11.335"," 110.131","  30.592","   9.834","  93.345","  25.929"," 75","0"," 67"," 76","   0.712","   8.986","   2.496","  28.000","  600","  600"
"13:44:06:065","68373842112768","  10.857","  29.147"," 3100"," 2900"," 3100"," 3100","  11.744"," 111.317","  30.921","  10.209","  94.376","  26.216"," 76","0"," 68"," 76","   0.854","   9.072","   2.520","  28.000","  500","  500"
"13:44:06:166","68374114896024","  10.958","  27.655"," 3100"," 3000"," 3100"," 3100","  11.368"," 112.466","  31.241","   9.885","  95.375","  26.493"," 74","0"," 67"," 76","   0.686","   9.141","   2.539","  28.000","  500","  500"
"13:44:06:267","68374387675743","  11.059","  26.968"," 3100"," 3000"," 3100"," 3100","  11.209"," 113.598","  31.555","   9.717","  96.356","  26.766"," 76","0"," 67"," 76","   0.686","   9.211","   2.558","  28.000","  500","  500"
"13:44:06:367","68374658144511","  11.159","  38.868"," 3087"," 2900"," 3100"," 3100","  14.321"," 115.033","  31.954","  12.394","  97.598","  27.111"," 76","0"," 67"," 77","   1.204","   9.331","   2.592","  28.000","  850","  850"
"13:44:06:467","68374928651478","  11.259","  29.543"," 3099"," 2900"," 3100"," 3100","  12.096"," 116.245","  32.290","  10.439","  98.644","  27.401"," 76","0"," 67"," 76","   0.931","   9.424","   2.618","  28.000","  750","  750"
"13:44:06:568","68375201426895","  11.360","  26.457"," 3100"," 3000"," 3100"," 3100","  11.188"," 117.375","  32.604","   9.690","  99.623","  27.673"," 76","0"," 67"," 76","   0.677","   9.493","   2.637","  28.000","  750","  750"
"13:44:06:670","68375474205225","  11.461","  28.513"," 3099"," 2900"," 3100"," 3097","  11.567"," 118.544","  32.929","  10.074"," 100.640","  27.956"," 75","0"," 67"," 76","   0.691","   9.563","   2.656","  28.000","  750","  750"
"13:44:06:770","68375744339250","  11.561","  29.057"," 3099"," 2900"," 3100"," 3100","  11.541"," 119.698","  33.250","  10.015"," 101.642","  28.234"," 73","0"," 68"," 76","   0.750","   9.638","   2.677","  28.000","  750","  750"
"13:44:06:870","68376015786855","  11.662","  32.033"," 3096"," 2900"," 3100"," 3100","  11.913"," 120.896","  33.582","  10.372"," 102.685","  28.524"," 75","0"," 69"," 76","   0.886","   9.727","   2.702","  28.000","  600","  600"
