"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:34:04:402","66749379180693"," 284.624","  29.964"," 3097"," 2900"," 3100"," 3100","  13.247","3725.605","1034.890","  11.206","3243.507"," 900.974"," 90","0"," 84"," 92","   0.986"," 237.211","  65.892","  28.000","  850","  850"
"13:34:04:502","66749649404808"," 284.724","  27.339"," 3100"," 3000"," 3100"," 3100","  11.813","3726.787","1035.219","  10.233","3244.531"," 901.259"," 91","0"," 82"," 92","   0.696"," 237.281","  65.911","  28.000","  850","  850"
"13:34:04:603","66749922179493"," 284.825","  30.272"," 3098"," 2900"," 3100"," 3100","  12.706","3728.071","1035.575","  10.927","3245.635"," 901.565"," 92","0"," 83"," 92","   0.837"," 237.365","  65.935","  28.000","  800","  800"
"13:34:04:704","66750194963535"," 284.926","  27.101"," 3100"," 3000"," 3100"," 3100","  12.088","3729.292","1035.914","  10.474","3246.693"," 901.859"," 92","0"," 83"," 92","   0.793"," 237.445","  65.957","  28.000","  800","  800"
"13:34:04:805","66750467743707"," 285.027","  27.711"," 3100"," 3000"," 3100"," 3100","  11.991","3730.504","1036.251","  10.429","3247.747"," 902.152"," 89","0"," 82"," 92","   0.713"," 237.517","  65.977","  28.000","  800","  800"
"13:34:04:906","66750739600839"," 285.128","  26.685"," 3100"," 3000"," 3100"," 3100","  11.548","3731.666","1036.574","  10.023","3248.756"," 902.432"," 89","0"," 82"," 91","   0.696"," 237.587","  65.997","  28.000","  800","  800"
"13:34:05:007","66751012399791"," 285.229","  29.375"," 3099"," 2900"," 3100"," 3100","  12.169","3732.896","1036.916","  10.517","3249.819"," 902.727"," 87","0"," 83"," 91","   0.803"," 237.669","  66.019","  28.000","  650","  650"
"13:34:05:108","66751285169142"," 285.330","  29.367"," 3100"," 2900"," 3100"," 3100","  12.488","3734.158","1037.266","  10.897","3250.920"," 903.033"," 91","0"," 83"," 92","   0.817"," 237.751","  66.042","  28.000","  650","  650"
"13:34:05:208","66751555311111"," 285.430","  28.813"," 3100"," 3000"," 3100"," 3100","  11.966","3735.355","1037.599","  10.383","3251.958"," 903.322"," 89","0"," 82"," 91","   0.705"," 237.822","  66.062","  28.000","  650","  650"
"13:34:05:309","66751828099401"," 285.531","  33.413"," 3094"," 2900"," 3100"," 3100","  13.876","3736.757","1037.988","  11.850","3253.156"," 903.654"," 91","0"," 82"," 91","   1.031"," 237.926","  66.090","  28.000","  850","  850"
"13:34:05:409","66752098281705"," 285.631","  30.788"," 3098"," 2900"," 3100"," 3100","  12.659","3738.023","1038.340","  10.965","3254.253"," 903.959"," 90","0"," 82"," 91","   0.943"," 238.020","  66.117","  28.000","  800","  800"
"13:34:05:510","66752371057491"," 285.732","  26.921"," 3100"," 3000"," 3100"," 3100","  11.810","3739.217","1038.671","  10.244","3255.288"," 904.247"," 90","0"," 82"," 92","   0.710"," 238.092","  66.137","  28.000","  800","  800"
"13:34:05:610","66752641163823"," 285.832","  27.660"," 3099"," 2900"," 3100"," 3100","  11.843","3740.401","1039.000","  10.264","3256.315"," 904.532"," 92","0"," 82"," 92","   0.686"," 238.161","  66.156","  28.000","  800","  800"
"13:34:05:711","66752913941835"," 285.933","  27.848"," 3100"," 2900"," 3100"," 3100","  11.708","3741.584","1039.329","  10.159","3257.341"," 904.817"," 88","0"," 83"," 92","   0.709"," 238.232","  66.176","  28.000","  800","  800"
"13:34:05:812","66753185930544"," 286.034","  29.893"," 3098"," 2900"," 3100"," 3100","  12.475","3742.841","1039.678","  10.781","3258.427"," 905.119"," 88","0"," 82"," 91","   0.863"," 238.319","  66.200","  28.000","  650","  650"
"13:34:05:912","66753456493773"," 286.134","  26.534"," 3100"," 3000"," 3100"," 3100","  11.652","3744.008","1040.002","  10.088","3259.438"," 905.399"," 92","0"," 82"," 92","   0.704"," 238.390","  66.219","  28.000","  650","  650"
"13:34:06:013","66753729267822"," 286.235","  27.105"," 3100"," 2900"," 3100"," 3100","  11.818","3745.202","1040.334","  10.258","3260.474"," 905.687"," 92","0"," 84"," 92","   0.680"," 238.458","  66.238","  28.000","  650","  650"
"13:34:06:113","66753999389085"," 286.335","  26.624"," 3099"," 2900"," 3100"," 3100","  11.851","3746.388","1040.663","  10.291","3261.504"," 905.973"," 89","0"," 82"," 92","   0.691"," 238.528","  66.258","  28.000","  650","  650"
"13:34:06:214","66754272158961"," 286.436","  33.033"," 3099"," 2900"," 3100"," 3100","  13.072","3747.709","1041.030","  11.372","3262.653"," 906.292"," 89","0"," 82"," 91","   0.940"," 238.623","  66.284","  28.000","  500","  500"
"13:34:06:315","66754544939796"," 286.537","  34.619"," 3099"," 2900"," 3100"," 3100","  14.195","3749.143","1041.429","  12.120","3263.877"," 906.633"," 89","0"," 83"," 92","   1.077"," 238.731","  66.314","  28.000","  850","  850"
"13:34:06:415","66754815274419"," 286.638","  29.877"," 3100"," 3000"," 3100"," 3100","  12.286","3750.373","1041.770","  10.684","3264.947"," 906.930"," 87","0"," 82"," 91","   0.818"," 238.813","  66.337","  28.000","  850","  850"
"13:34:06:515","66755085803670"," 286.738","  26.489"," 3100"," 3000"," 3100"," 3100","  11.643","3751.540","1042.094","  10.085","3265.958"," 907.210"," 90","0"," 82"," 92","   0.687"," 238.882","  66.356","  28.000","  850","  850"
"13:34:06:615","66755356007046"," 286.838","  30.828"," 3097"," 2900"," 3100"," 3100","  12.884","3752.829","1042.452","  11.110","3267.069"," 907.519"," 89","0"," 84"," 92","   0.876"," 238.970","  66.380","  28.000","  800","  800"
"13:34:06:716","66755628247422"," 286.939","  26.185"," 3100"," 3000"," 3100"," 3100","  11.851","3754.024","1042.784","  10.229","3268.101"," 907.806"," 91","0"," 82"," 92","   0.745"," 239.045","  66.401","  28.000","  800","  800"
"13:34:06:816","66755898554136"," 287.039","  28.152"," 3100"," 2900"," 3100"," 3100","  11.886","3755.214","1043.115","  10.335","3269.135"," 908.093"," 90","0"," 82"," 91","   0.698"," 239.115","  66.421","  28.000","  800","  800"
"13:34:06:917","66756169084446"," 287.139","  29.297"," 3100"," 3000"," 3100"," 3100","  12.067","3756.423","1043.451","  10.477","3270.185"," 908.385"," 89","0"," 82"," 92","   0.768"," 239.192","  66.442","  28.000","  700","  700"
"13:34:07:017","66756439243794"," 287.239","  30.405"," 3100"," 3000"," 3100"," 3100","  12.854","3757.709","1043.808","  11.213","3271.307"," 908.696"," 92","0"," 83"," 92","   0.833"," 239.275","  66.465","  28.000","  700","  700"
"13:34:07:117","66756709684149"," 287.339","  26.403"," 3100"," 3000"," 3100"," 3100","  11.706","3758.881","1044.134","  10.134","3272.322"," 908.978"," 90","0"," 82"," 92","   0.717"," 239.347","  66.485","  28.000","  700","  700"
"13:34:07:218","66756982458750"," 287.440","  28.175"," 3100"," 3000"," 3100"," 3100","  11.967","3760.091","1044.470","  10.415","3273.374"," 909.271"," 89","0"," 82"," 91","   0.707"," 239.418","  66.505","  28.000","  700","  700"
"13:34:07:319","66757254480543"," 287.541","  34.441"," 3096"," 2900"," 3100"," 3100","  14.394","3761.541","1044.872","  12.285","3274.612"," 909.614"," 89","0"," 82"," 92","   1.101"," 239.529","  66.536","  28.000","  850","  850"
"13:34:07:419","66757524621123"," 287.641","  29.148"," 3100"," 3000"," 3100"," 3100","  12.394","3762.781","1045.217","  10.799","3275.693"," 909.915"," 88","0"," 82"," 92","   0.805"," 239.610","  66.558","  28.000","  850","  850"
"13:34:07:519","66757795127766"," 287.741","  26.497"," 3100"," 3000"," 3100"," 3100","  11.710","3763.954","1045.543","  10.140","3276.709"," 910.197"," 89","0"," 82"," 91","   0.727"," 239.682","  66.578","  28.000","  850","  850"
"13:34:07:619","66758065291464"," 287.841","  28.022"," 3100"," 3000"," 3100"," 3100","  11.811","3765.136","1045.871","  10.239","3277.733"," 910.481"," 89","0"," 84"," 92","   0.708"," 239.753","  66.598","  28.000","  850","  850"
"13:34:07:720","66758338070007"," 287.942","  29.521"," 3099"," 2900"," 3100"," 3100","  12.472","3766.396","1046.221","  10.743","3278.818"," 910.783"," 87","0"," 82"," 92","   0.829"," 239.837","  66.621","  28.000","  650","  650"
"13:34:07:820","66758608591536"," 288.042","  28.737"," 3100"," 3000"," 3100"," 3100","  12.346","3767.633","1046.565","  10.719","3279.892"," 911.081"," 91","0"," 83"," 91","   0.810"," 239.918","  66.644","  28.000","  650","  650"
"13:34:07:921","66758881358103"," 288.143","  26.317"," 3100"," 3000"," 3100"," 3100","  11.640","3768.809","1046.891","  10.078","3280.911"," 911.364"," 88","0"," 82"," 92","   0.702"," 239.989","  66.664","  28.000","  650","  650"
"13:34:08:022","66759154140231"," 288.245","  27.625"," 3100"," 3000"," 3100"," 3100","  11.866","3770.008","1047.224","  10.300","3281.951"," 911.653"," 90","0"," 82"," 91","   0.706"," 240.060","  66.683","  28.000","  650","  650"
"13:34:08:123","66759426918393"," 288.346","  28.695"," 3100"," 3000"," 3100"," 3100","  12.263","3771.246","1047.568","  10.602","3283.022"," 911.951"," 87","0"," 82"," 91","   0.814"," 240.143","  66.706","  28.000","  500","  500"
"13:34:08:224","66759699699870"," 288.447","  30.012"," 3100"," 2900"," 3100"," 3100","  12.693","3772.529","1047.925","  11.094","3284.143"," 912.262"," 90","0"," 82"," 91","   0.821"," 240.226","  66.729","  28.000","  500","  500"
"13:34:08:324","66759970151919"," 288.547","  34.406"," 3099"," 2900"," 3100"," 3100","  14.149","3773.946","1048.318","  12.082","3285.353"," 912.598"," 91","0"," 82"," 92","   1.064"," 240.332","  66.759","  28.000","  850","  850"
"13:34:08:425","66760242928911"," 288.648","  29.424"," 3100"," 2900"," 3100"," 3100","  12.107","3775.169","1048.658","  10.501","3286.414"," 912.893"," 89","0"," 82"," 92","   0.816"," 240.415","  66.782","  28.000","  850","  850"
"13:34:08:526","66760513071504"," 288.748","  28.032"," 3099"," 2900"," 3100"," 3100","  12.316","3776.402","1049.000","  10.597","3287.474"," 913.187"," 90","0"," 82"," 91","   0.814"," 240.496","  66.804","  28.000","  800","  800"
"13:34:08:626","66760783416717"," 288.848","  26.841"," 3100"," 3000"," 3100"," 3100","  11.687","3777.572","1049.326","  10.152","3288.491"," 913.470"," 88","0"," 83"," 92","   0.740"," 240.570","  66.825","  28.000","  800","  800"
"13:34:08:727","66761056184769"," 288.949","  27.297"," 3100"," 3000"," 3100"," 3100","  11.764","3778.760","1049.656","  10.207","3289.522"," 913.756"," 88","0"," 82"," 91","   0.678"," 240.639","  66.844","  28.000","  800","  800"
"13:34:08:827","66761326697232"," 289.049","  26.582"," 3100"," 3000"," 3100"," 3100","  11.610","3779.923","1049.979","  10.054","3290.529"," 914.036"," 91","0"," 81"," 91","   0.682"," 240.707","  66.863","  28.000","  800","  800"
"13:34:08:928","66761599475187"," 289.150","  29.792"," 3100"," 3000"," 3100"," 3100","  12.387","3781.175","1050.326","  10.753","3291.616"," 914.338"," 90","0"," 82"," 91","   0.839"," 240.792","  66.887","  28.000","  700","  700"
"13:34:09:028","66761869669035"," 289.250","  26.569"," 3100"," 3000"," 3100"," 3100","  11.773","3782.353","1050.654","  10.217","3292.638"," 914.622"," 89","0"," 81"," 92","   0.722"," 240.864","  66.907","  28.000","  700","  700"
"13:34:09:129","66762142457526"," 289.351","  29.243"," 3100"," 3000"," 3100"," 3100","  12.143","3783.580","1050.994","  10.573","3293.706"," 914.918"," 87","0"," 81"," 91","   0.693"," 240.934","  66.926","  28.000","  700","  700"
"13:34:09:230","66762415224885"," 289.452","  26.784"," 3100"," 2900"," 3100"," 3100","  11.673","3784.759","1051.322","  10.112","3294.728"," 915.202"," 88","0"," 81"," 92","   0.683"," 241.003","  66.945","  28.000","  700","  700"
"13:34:09:331","66762688035327"," 289.553","  38.822"," 3091"," 2900"," 3100"," 3100","  15.048","3786.279","1051.744","  12.850","3296.026"," 915.563"," 90","0"," 83"," 91","   1.288"," 241.133","  66.981","  28.000","  850","  850"
"13:34:09:432","66762960810798"," 289.654","  27.063"," 3099"," 2900"," 3100"," 3100","  11.806","3787.472","1052.076","  10.211","3297.058"," 915.849"," 89","0"," 82"," 91","   0.756"," 241.210","  67.003","  28.000","  850","  850"
"13:34:09:533","66763233587502"," 289.755","  27.197"," 3100"," 3000"," 3100"," 3100","  11.633","3788.647","1052.402","  10.090","3298.077"," 916.133"," 88","0"," 81"," 91","   0.698"," 241.280","  67.022","  28.000","  850","  850"
"13:34:09:634","66763506152241"," 289.856","  26.386"," 3100"," 3000"," 3100"," 3100","  11.532","3789.812","1052.725","   9.980","3299.085"," 916.412"," 89","0"," 82"," 91","   0.682"," 241.349","  67.041","  28.000","  850","  850"
"13:34:09:735","66763778740263"," 289.957","  30.754"," 3099"," 2900"," 3100"," 3100","  12.872","3791.111","1053.086","  11.108","3300.206"," 916.724"," 87","0"," 82"," 91","   0.873"," 241.437","  67.066","  28.000","  800","  800"
"13:34:09:835","66764049005280"," 290.057","  27.171"," 3100"," 3000"," 3100"," 3100","  12.016","3792.314","1053.421","  10.402","3301.247"," 917.013"," 89","0"," 82"," 91","   0.763"," 241.514","  67.087","  28.000","  800","  800"
"13:34:09:935","66764319081510"," 290.158","  27.659"," 3100"," 3000"," 3100"," 3100","  11.785","3793.493","1053.748","  10.209","3302.268"," 917.297"," 89","0"," 82"," 91","   0.691"," 241.583","  67.106","  28.000","  800","  800"
"13:34:10:035","66764589550647"," 290.258","  26.820"," 3100"," 3000"," 3100"," 3100","  11.594","3794.654","1054.071","  10.047","3303.275"," 917.576"," 90","0"," 81"," 91","   0.710"," 241.654","  67.126","  28.000","  800","  800"
"13:34:10:135","66764859950847"," 290.358","  31.320"," 3099"," 2900"," 3100"," 3100","  12.836","3795.940","1054.428","  11.174","3304.394"," 917.887"," 88","0"," 83"," 92","   0.868"," 241.741","  67.150","  28.000","  650","  650"
"13:34:10:236","66765130494711"," 290.458","  26.674"," 3100"," 3000"," 3100"," 3100","  11.642","3797.106","1054.752","  10.079","3305.404"," 918.168"," 90","0"," 82"," 91","   0.738"," 241.815","  67.171","  28.000","  650","  650"
"13:34:10:336","66765400580583"," 290.558","  36.712"," 3099"," 2900"," 3100"," 3100","  14.297","3798.536","1055.149","  12.258","3306.630"," 918.508"," 88","0"," 83"," 91","   1.114"," 241.926","  67.202","  28.000","  850","  850"
"13:34:10:436","66765671010417"," 290.658","  28.053"," 3100"," 2900"," 3100"," 3100","  11.823","3799.720","1055.478","  10.244","3307.656"," 918.793"," 89","0"," 82"," 90","   0.775"," 242.004","  67.223","  28.000","  850","  850"
"13:34:10:536","66765941512839"," 290.758","  28.623"," 3097"," 2900"," 3100"," 3097","  12.451","3800.968","1055.824","  10.721","3308.730"," 919.092"," 87","0"," 81"," 91","   0.870"," 242.091","  67.248","  28.000","  750","  750"
"13:34:10:637","66766214288892"," 290.859","  26.460"," 3098"," 2900"," 3100"," 3100","  11.646","3802.144","1056.151","  10.069","3309.747"," 919.374"," 88","0"," 82"," 92","   0.681"," 242.160","  67.267","  28.000","  750","  750"
"13:34:10:737","66766484473686"," 290.960","  28.167"," 3100"," 3000"," 3100"," 3100","  11.869","3803.332","1056.481","  10.304","3310.779"," 919.661"," 86","0"," 82"," 90","   0.708"," 242.231","  67.286","  28.000","  750","  750"
"13:34:10:837","66766754842482"," 291.060","  27.814"," 3100"," 3000"," 3100"," 3100","  11.770","3804.511","1056.809","  10.191","3311.799"," 919.944"," 89","0"," 81"," 91","   0.721"," 242.303","  67.306","  28.000","  750","  750"
"13:34:10:938","66767027650287"," 291.161","  31.637"," 3100"," 2900"," 3100"," 3100","  12.829","3805.807","1057.169","  11.157","3312.926"," 920.257"," 87","0"," 82"," 92","   0.857"," 242.389","  67.330","  28.000","  650","  650"
"13:34:11:038","66767297998656"," 291.261","  26.323"," 3100"," 3000"," 3100"," 3100","  11.615","3806.970","1057.492","  10.021","3313.930"," 920.536"," 89","0"," 82"," 91","   0.717"," 242.461","  67.350","  28.000","  650","  650"
"13:34:11:139","66767568450525"," 291.361","  27.898"," 3097"," 2900"," 3100"," 3100","  11.845","3808.157","1057.821","  10.264","3314.958"," 920.822"," 87","0"," 81"," 90","   0.709"," 242.532","  67.370","  28.000","  650","  650"
"13:34:11:239","66767838979710"," 291.461","  28.782"," 3098"," 2900"," 3100"," 3100","  12.157","3809.375","1058.160","  10.474","3316.007"," 921.113"," 90","0"," 82"," 90","   0.821"," 242.615","  67.393","  28.000","  500","  500"
"13:34:11:340","66768111729384"," 291.562","  37.476"," 3098"," 2900"," 3100"," 3100","  14.753","3810.865","1058.574","  12.660","3317.286"," 921.468"," 88","0"," 84"," 92","   1.204"," 242.736","  67.427","  28.000","  850","  850"
"13:34:11:441","66768384499344"," 291.663","  27.845"," 3100"," 3000"," 3100"," 3100","  12.034","3812.081","1058.911","  10.428","3318.340"," 921.761"," 88","0"," 82"," 91","   0.766"," 242.814","  67.448","  28.000","  850","  850"
"13:34:11:542","66768657271482"," 291.764","  28.088"," 3100"," 3000"," 3100"," 3100","  11.935","3813.286","1059.246","  10.355","3319.386"," 922.052"," 90","0"," 82"," 91","   0.707"," 242.885","  67.468","  28.000","  850","  850"
"13:34:11:642","66768927501357"," 291.864","  28.451"," 3098"," 2900"," 3100"," 3100","  12.301","3814.518","1059.588","  10.612","3320.448"," 922.347"," 89","0"," 81"," 91","   0.790"," 242.964","  67.490","  28.000","  800","  800"
"13:34:11:742","66769197929910"," 291.965","  28.410"," 3100"," 3000"," 3100"," 3100","  12.407","3815.760","1059.933","  10.769","3321.526"," 922.646"," 91","0"," 83"," 91","   0.809"," 243.045","  67.513","  28.000","  800","  800"
"13:34:11:843","66769470255909"," 292.065","  26.874"," 3100"," 3000"," 3100"," 3100","  11.571","3816.927","1060.258","  10.031","3322.538"," 922.927"," 88","0"," 81"," 91","   0.692"," 243.115","  67.532","  28.000","  800","  800"
"13:34:11:943","66769740520962"," 292.165","  29.423"," 3100"," 2900"," 3100"," 3100","  12.172","3818.146","1060.596","  10.579","3323.597"," 923.221"," 91","0"," 81"," 91","   0.708"," 243.186","  67.552","  28.000","  800","  800"
"13:34:12:043","66770011162770"," 292.266","  30.167"," 3100"," 3000"," 3100"," 3100","  12.577","3819.406","1060.946","  10.912","3324.691"," 923.525"," 89","0"," 81"," 91","   0.831"," 243.269","  67.575","  28.000","  700","  700"
"13:34:12:144","66770281698189"," 292.366","  27.703"," 3100"," 2900"," 3100"," 3100","  11.927","3820.602","1061.278","  10.334","3325.726"," 923.813"," 91","0"," 82"," 91","   0.741"," 243.343","  67.595","  28.000","  700","  700"
"13:34:12:244","66770551887735"," 292.466","  26.574"," 3100"," 3000"," 3100"," 3100","  11.603","3821.763","1061.601","  10.044","3326.731"," 924.092"," 89","0"," 81"," 91","   0.678"," 243.411","  67.614","  28.000","  700","  700"
"13:34:12:344","66770821970187"," 292.566","  36.506"," 3090"," 2900"," 3100"," 3100","  14.333","3823.196","1061.999","  12.240","3327.956"," 924.432"," 90","0"," 82"," 92","   1.104"," 243.522","  67.645","  28.000","  850","  850"
"13:34:12:444","66771092215587"," 292.666","  29.857"," 3096"," 2900"," 3100"," 3097","  12.626","3824.460","1062.350","  10.892","3329.046"," 924.735"," 88","0"," 82"," 91","   0.918"," 243.613","  67.670","  28.000","  800","  800"
"13:34:12:544","66771362628480"," 292.766","  28.473"," 3100"," 3000"," 3100"," 3100","  12.009","3825.663","1062.684","  10.420","3330.090"," 925.025"," 91","0"," 81"," 91","   0.730"," 243.687","  67.691","  28.000","  800","  800"
"13:34:12:645","66771634388634"," 292.867","  26.793"," 3100"," 2900"," 3100"," 3100","  11.687","3826.839","1063.011","  10.101","3331.106"," 925.307"," 88","0"," 82"," 91","   0.689"," 243.756","  67.710","  28.000","  800","  800"
"13:34:12:746","66771907159776"," 292.968","  27.664"," 3099"," 3000"," 3100"," 3100","  11.751","3828.026","1063.341","  10.177","3332.134"," 925.593"," 88","0"," 81"," 90","   0.691"," 243.826","  67.729","  28.000","  800","  800"
"13:34:12:846","66772177605846"," 293.068","  29.785"," 3100"," 3000"," 3100"," 3100","  12.542","3829.283","1063.690","  10.820","3333.218"," 925.894"," 88","0"," 83"," 91","   0.898"," 243.916","  67.754","  28.000","  550","  550"
"13:34:12:947","66772450381305"," 293.169","  27.843"," 3100"," 3000"," 3100"," 3100","  11.903","3830.485","1064.024","  10.316","3334.260"," 926.183"," 90","0"," 82"," 90","   0.710"," 243.987","  67.774","  28.000","  550","  550"
"13:34:13:048","66772723158159"," 293.270","  27.251"," 3100"," 3000"," 3100"," 3100","  11.791","3831.676","1064.355","  10.201","3335.291"," 926.470"," 90","0"," 81"," 91","   0.704"," 244.059","  67.794","  28.000","  550","  550"
"13:34:13:148","66772994577756"," 293.371","  27.614"," 3100"," 3000"," 3100"," 3100","  11.849","3832.868","1064.685","  10.264","3336.323"," 926.756"," 89","0"," 81"," 90","   0.693"," 244.128","  67.813","  28.000","  550","  550"
"13:34:13:249","66773267355510"," 293.472","  32.484"," 3100"," 3000"," 3100"," 3100","  13.040","3834.185","1065.051","  11.350","3337.470"," 927.075"," 89","0"," 82"," 90","   0.915"," 244.221","  67.839","  28.000","  500","  500"
"13:34:13:350","66773540147289"," 293.573","  36.015"," 3092"," 2900"," 3100"," 3100","  14.537","3835.654","1065.459","  12.426","3338.725"," 927.424"," 91","0"," 82"," 91","   1.179"," 244.340","  67.872","  28.000","  850","  850"
"13:34:13:451","66773810443359"," 293.673","  27.959"," 3099"," 2900"," 3100"," 3100","  11.936","3836.849","1065.791","  10.364","3339.763"," 927.712"," 90","0"," 81"," 91","   0.724"," 244.412","  67.892","  28.000","  850","  850"
"13:34:13:551","66774081006579"," 293.773","  28.732"," 3100"," 3000"," 3100"," 3100","  11.851","3838.036","1066.121","  10.298","3340.794"," 927.998"," 87","0"," 81"," 91","   0.715"," 244.484","  67.912","  28.000","  850","  850"
"13:34:13:652","66774353764956"," 293.874","  28.875"," 3100"," 3000"," 3100"," 3100","  12.594","3839.308","1066.475","  10.883","3341.894"," 928.304"," 90","0"," 82"," 91","   0.839"," 244.569","  67.936","  28.000","  800","  800"
"13:34:13:752","66774623887653"," 293.974","  27.883"," 3100"," 3000"," 3100"," 3100","  11.925","3840.501","1066.806","  10.332","3342.928"," 928.591"," 88","0"," 81"," 91","   0.758"," 244.644","  67.957","  28.000","  800","  800"
"13:34:13:852","66774895706979"," 294.075","  26.834"," 3099"," 2900"," 3100"," 3100","  11.794","3841.689","1067.136","  10.222","3343.957"," 928.877"," 88","0"," 81"," 91","   0.696"," 244.715","  67.976","  28.000","  800","  800"
"13:34:13:953","66775166279754"," 294.175","  28.679"," 3100"," 3000"," 3100"," 3100","  11.744","3842.866","1067.463","  10.188","3344.978"," 929.160"," 87","0"," 81"," 91","   0.736"," 244.788","  67.997","  28.000","  800","  800"
"13:34:14:053","66775436552718"," 294.275","  29.744"," 3100"," 2900"," 3100"," 3100","  12.693","3844.136","1067.816","  11.001","3346.079"," 929.466"," 90","0"," 81"," 91","   0.830"," 244.871","  68.020","  28.000","  700","  700"
"13:34:14:153","66775707083649"," 294.375","  26.912"," 3100"," 3000"," 3100"," 3100","  11.792","3845.318","1068.144","  10.183","3347.099"," 929.750"," 87","0"," 82"," 91","   0.738"," 244.945","  68.040","  28.000","  700","  700"
"13:34:14:253","66775977201060"," 294.475","  27.377"," 3100"," 3000"," 3100"," 3100","  11.870","3846.505","1068.474","  10.279","3348.128"," 930.035"," 91","0"," 81"," 91","   0.679"," 245.013","  68.059","  28.000","  700","  700"
"13:34:14:353","66776247711636"," 294.576","  37.270"," 3096"," 2800"," 3100"," 3100","  14.790","3847.987","1068.885","  12.643","3349.394"," 930.387"," 88","0"," 81"," 91","   1.209"," 245.134","  68.093","  28.000","  750","  750"
"13:34:14:453","66776517873003"," 294.676","  28.499"," 3096"," 2900"," 3100"," 3100","  12.237","3849.212","1069.225","  10.517","3350.447"," 930.680"," 91","0"," 81"," 91","   0.865"," 245.221","  68.117","  28.000","  650","  650"
"13:34:14:554","66776790649467"," 294.777","  37.424"," 3098"," 3000"," 3100"," 3100","  14.058","3850.632","1069.620","  12.088","3351.668"," 931.019"," 89","0"," 82"," 92","   1.014"," 245.323","  68.145","  28.000","  650","  650"
"13:34:14:655","66777063425475"," 294.878","  27.853"," 3100"," 3000"," 3100"," 3100","  12.187","3851.863","1069.962","  10.320","3352.710"," 931.308"," 90","0"," 83"," 92","   0.692"," 245.393","  68.165","  28.000","  650","  650"
"13:34:14:756","66777333808497"," 294.978","  29.178"," 3100"," 3000"," 3100"," 3100","  12.092","3853.074","1070.298","  10.447","3353.757"," 931.599"," 88","0"," 83"," 91","   0.818"," 245.475","  68.188","  28.000","  500","  500"
"13:34:14:856","66777604067856"," 295.078","  27.875"," 3100"," 3000"," 3100"," 3097","  12.017","3854.277","1070.632","  10.410","3354.799"," 931.888"," 86","0"," 82"," 91","   0.781"," 245.553","  68.209","  28.000","  500","  500"
"13:34:14:956","66777874587603"," 295.178","  27.055"," 3100"," 3000"," 3100"," 3100","  11.671","3855.446","1070.957","  10.122","3355.813"," 932.170"," 91","0"," 82"," 92","   0.681"," 245.622","  68.228","  28.000","  500","  500"
"13:34:15:056","66778144860585"," 295.278","  28.012"," 3099"," 2900"," 3100"," 3100","  11.854","3856.633","1071.287","  10.277","3356.841"," 932.456"," 88","0"," 82"," 91","   0.694"," 245.691","  68.248","  28.000","  500","  500"
"13:34:15:157","66778417638390"," 295.379","  29.934"," 3100"," 3000"," 3100"," 3100","  12.361","3857.881","1071.634","  10.725","3357.925"," 932.757"," 90","0"," 82"," 91","   0.814"," 245.773","  68.270","  28.000","  500","  500"
"13:34:15:258","66778690421844"," 295.480","  27.611"," 3099"," 2900"," 3100"," 3100","  11.960","3859.090","1071.969","  10.356","3358.971"," 933.048"," 88","0"," 81"," 90","   0.761"," 245.850","  68.292","  28.000","  500","  500"
"13:34:15:358","66778960907574"," 295.580","  35.109"," 3091"," 2900"," 3100"," 3100","  14.350","3860.527","1072.369","  12.279","3360.201"," 933.389"," 89","0"," 82"," 91","   1.133"," 245.964","  68.323","  28.000","  850","  850"
"13:34:15:458","66779231052213"," 295.681","  27.893"," 3100"," 2900"," 3100"," 3100","  11.870","3861.715","1072.699","  10.287","3361.231"," 933.675"," 88","0"," 82"," 92","   0.731"," 246.037","  68.344","  28.000","  850","  850"
"13:34:15:559","66779502113652"," 295.781","  28.558"," 3099"," 2900"," 3100"," 3100","  12.491","3862.969","1073.047","  10.726","3362.307"," 933.974"," 90","0"," 82"," 91","   0.803"," 246.117","  68.366","  28.000","  800","  800"
"13:34:15:659","66779772288414"," 295.881","  28.818"," 3100"," 2900"," 3100"," 3100","  12.243","3864.194","1073.387","  10.616","3363.370"," 934.269"," 89","0"," 81"," 91","   0.798"," 246.197","  68.388","  28.000","  800","  800"
"13:34:15:760","66780045038784"," 295.982","  26.651"," 3100"," 3000"," 3100"," 3100","  11.733","3865.379","1073.716","  10.166","3364.397"," 934.555"," 88","0"," 81"," 90","   0.703"," 246.268","  68.408","  28.000","  800","  800"
