"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:29:19:778","65980907264904","   0.000","  32.022"," 2428"," 1200"," 3100"," 2454","   6.405","   0.648","   0.180","   4.872","   0.493","   0.137"," 59","0"," 57"," 63","   1.148","   0.116","   0.032","  28.000","  500","    0"
"13:29:19:878","65981177459871","   0.100","  25.593"," 1782"," 1200"," 2800"," 1786","   3.472","   0.995","   0.277","   2.099","   0.703","   0.195"," 58","0"," 57"," 60","   0.850","   0.201","   0.056","  28.000","  500","    0"
"13:29:19:979","65981450482299","   0.201","  25.327"," 1941"," 1200"," 2800"," 1949","   4.039","   1.404","   0.390","   2.615","   0.967","   0.269"," 58","0"," 57"," 60","   0.887","   0.291","   0.081","  28.000","  500","    0"
"13:29:20:079","65981720812791","   0.301","  23.501"," 1691"," 1200"," 2800"," 1682","   3.265","   1.731","   0.481","   1.869","   1.155","   0.321"," 58","0"," 57"," 58","   0.809","   0.372","   0.103","  28.000","  500","    0"
"13:29:20:180","65981993856672","   0.402","  18.670"," 1613"," 1200"," 2800"," 1610","   2.843","   2.018","   0.561","   1.422","   1.298","   0.361"," 58","0"," 57"," 58","   0.783","   0.451","   0.125","  28.000","  500","    0"
"13:29:20:280","65982264018015","   0.503","  13.434"," 1916"," 1200"," 3000"," 1930","   2.782","   2.297","   0.638","   1.467","   1.445","   0.401"," 60","0"," 56"," 60","   0.723","   0.523","   0.145","  28.000","  500","    0"
"13:29:20:380","65982534372066","   0.603","  57.101"," 2792"," 1500"," 3100"," 2816","  13.396","   3.638","   1.011","  11.052","   2.552","   0.709"," 62","0"," 59"," 66","   1.948","   0.718","   0.200","  28.000","  550","    0"
"13:29:20:481","65982804985662","   0.703","  21.517"," 1820"," 1200"," 2800"," 1816","   4.539","   4.093","   1.137","   2.569","   2.809","   0.780"," 60","0"," 57"," 64","   0.969","   0.815","   0.226","  28.000","  500","    0"
"13:29:20:582","65983078037850","   0.804","   8.507"," 1478"," 1200"," 1700"," 1479","   2.343","   4.330","   1.203","   0.675","   2.878","   0.799"," 58","0"," 57"," 60","   0.540","   0.870","   0.242","  28.000","  500","    0"
"13:29:20:683","65983351070578","   0.905","   4.351"," 1348"," 1200"," 1700"," 1339","   1.233","   4.455","   1.237","   0.284","   2.906","   0.807"," 57","0"," 56"," 57","   0.511","   0.922","   0.256","  28.000","  500","    0"
"13:29:20:783","65983621136804","   1.005","   7.353"," 1420"," 1200"," 2800"," 1422","   1.463","   4.601","   1.278","   0.535","   2.960","   0.822"," 57","0"," 56"," 57","   0.527","   0.974","   0.271","  28.000","  500","    0"
"13:29:20:884","65983894162137","   1.106","   5.333"," 1369"," 1200"," 1700"," 1366","   1.297","   4.732","   1.314","   0.350","   2.995","   0.832"," 57","0"," 56"," 57","   0.511","   1.026","   0.285","  28.000","  500","    0"
"13:29:20:984","65984164562107","   1.206","   5.319"," 1300"," 1200"," 1400"," 1300","   1.318","   4.864","   1.351","   0.345","   3.030","   0.842"," 57","0"," 56"," 57","   0.518","   1.078","   0.299","  28.000","  500","    0"
"13:29:21:085","65984437685241","   1.308","  11.284"," 1840"," 1200"," 2800"," 1851","   2.707","   5.138","   1.427","   1.365","   3.168","   0.880"," 57","0"," 56"," 61","   0.733","   1.152","   0.320","  28.000","  500","    0"
"13:29:21:185","65984708233516","   1.408","   5.889"," 1425"," 1200"," 1900"," 1424","   1.356","   5.274","   1.465","   0.405","   3.208","   0.891"," 57","0"," 56"," 57","   0.536","   1.206","   0.335","  28.000","  500","    0"
"13:29:21:286","65984978442621","   1.508","  11.720"," 1871"," 1200"," 3100"," 1891","   2.645","   5.538","   1.538","   1.492","   3.358","   0.933"," 63","0"," 56"," 63","   0.617","   1.267","   0.352","  28.000","  500","    0"
"13:29:21:386","65985248851444","   1.608","   9.583"," 2118"," 1200"," 3100"," 2116","   3.894","   5.928","   1.647","   1.900","   3.548","   0.986"," 57","0"," 56"," 63","   0.926","   1.360","   0.378","  28.000","  850","    0"
"13:29:21:487","65985521915965","   1.709","   6.167"," 1451"," 1200"," 1700"," 1450","   1.625","   6.093","   1.692","   0.511","   3.599","   1.000"," 57","0"," 56"," 57","   0.543","   1.415","   0.393","  28.000","  850","    0"
"13:29:21:588","65985794647869","   1.810","  27.464"," 2823"," 1200"," 3100"," 2836","   8.697","   6.971","   1.936","   7.151","   4.322","   1.201"," 65","0"," 56"," 66","   1.026","   1.519","   0.422","  28.000","  800","  800"
"13:29:21:688","65986065093603","   1.910","  31.477"," 3091"," 2900"," 3100"," 3100","  11.118","   8.085","   2.246","   9.486","   5.272","   1.464"," 64","0"," 59"," 67","   1.161","   1.635","   0.454","  28.000","  650","  650"
"13:29:21:789","65986337849085","   2.011","  26.905"," 3100"," 3000"," 3100"," 3100","  10.231","   9.118","   2.533","   8.619","   6.143","   1.706"," 69","0"," 60"," 71","   0.740","   1.710","   0.475","  28.000","  650","  650"
"13:29:21:890","65986609980231","   2.112","  27.111"," 3100"," 3000"," 3100"," 3100","  10.363","  10.163","   2.823","   8.755","   7.025","   1.951"," 69","0"," 60"," 70","   0.695","   1.780","   0.494","  28.000","  650","  650"
"13:29:21:991","65986883003919","   2.213","  26.827"," 3100"," 3000"," 3100"," 3100","  10.231","  11.197","   3.110","   8.618","   7.897","   2.193"," 67","0"," 60"," 71","   0.703","   1.851","   0.514","  28.000","  650","  650"
"13:29:22:092","65987155762341","   2.314","  30.748"," 3100"," 3000"," 3100"," 3100","  11.168","  12.326","   3.424","   9.535","   8.860","   2.461"," 70","0"," 61"," 71","   0.856","   1.937","   0.538","  28.000","  550","  550"
"13:29:22:193","65987428541211","   2.415","  26.322"," 3100"," 3000"," 3100"," 3100","  10.867","  13.423","   3.729","   9.392","   9.809","   2.725"," 67","0"," 61"," 70","   0.714","   2.009","   0.558","  28.000","  550","  550"
"13:29:22:293","65987699039508","   2.516","  32.029"," 3100"," 3000"," 3100"," 3100","  12.037","  14.629","   4.064","  10.573","  10.868","   3.019"," 69","0"," 61"," 69","   0.788","   2.088","   0.580","  28.000","  550","  550"
"13:29:22:393","65987969327241","   2.616","  35.042"," 3098"," 2900"," 3100"," 3100","  13.257","  15.956","   4.432","  11.392","  12.008","   3.336"," 70","0"," 62"," 70","   1.174","   2.206","   0.613","  28.000","  850","  850"
"13:29:22:493","65988239791182","   2.716","  27.531"," 3100"," 3000"," 3100"," 3100","  11.005","  17.059","   4.739","   9.548","  12.965","   3.601"," 68","0"," 64"," 71","   0.689","   2.275","   0.632","  28.000","  850","  850"
"13:29:22:593","65988509841039","   2.816","  29.301"," 3098"," 2900"," 3100"," 3100","  12.011","  18.260","   5.072","  10.370","  14.002","   3.889"," 69","0"," 62"," 70","   0.836","   2.358","   0.655","  28.000","  800","  800"
"13:29:22:695","65988782616540","   2.917","  29.335"," 3100"," 3000"," 3100"," 3100","  11.505","  19.422","   5.395","  10.012","  15.013","   4.170"," 68","0"," 62"," 71","   0.817","   2.441","   0.678","  28.000","  800","  800"
"13:29:22:795","65989052711418","   3.017","  33.316"," 3097"," 2900"," 3100"," 3100","  12.352","  20.658","   5.738","  10.627","  16.076","   4.466"," 69","0"," 62"," 70","   0.932","   2.534","   0.704","  28.000","  500","  500"
"13:29:22:895","65989323125310","   3.117","  36.046"," 3099"," 2900"," 3100"," 3098","  13.349","  21.995","   6.110","  11.486","  17.227","   4.785"," 67","0"," 63"," 71","   1.200","   2.654","   0.737","  28.000","  500","  500"
"13:29:22:995","65989593537948","   3.217","  33.857"," 3099"," 2900"," 3100"," 3100","  12.866","  23.284","   6.468","  11.165","  18.345","   5.096"," 70","0"," 63"," 71","   1.170","   2.772","   0.770","  28.000","  500","  500"
"13:29:23:095","65989864602126","   3.318","  28.402"," 3100"," 3000"," 3100"," 3100","  11.407","  24.429","   6.786","   9.905","  19.339","   5.372"," 69","0"," 62"," 71","   0.781","   2.850","   0.792","  28.000","  500","  500"
"13:29:23:195","65990134753266","   3.418","  26.478"," 3100"," 3000"," 3100"," 3100","  10.937","  25.523","   7.090","   9.456","  20.285","   5.635"," 70","0"," 62"," 71","   0.680","   2.918","   0.811","  28.000","  500","  500"
"13:29:23:295","65990404850202","   3.518","  33.292"," 3100"," 3000"," 3100"," 3100","  12.199","  26.743","   7.429","  10.736","  21.359","   5.933"," 70","0"," 62"," 71","   0.824","   3.000","   0.833","  28.000","  500","  500"
"13:29:23:395","65990674954677","   3.618","  31.964"," 3093"," 2900"," 3100"," 3100","  13.033","  28.047","   7.791","  11.093","  22.469","   6.241"," 71","0"," 64"," 71","   1.170","   3.117","   0.866","  28.000","  800","  800"
"13:29:23:496","65990947530513","   3.719","  28.285"," 3100"," 2900"," 3100"," 3100","  11.307","  29.189","   8.108","   9.840","  23.463","   6.517"," 70","0"," 63"," 71","   0.739","   3.192","   0.887","  28.000","  800","  800"
"13:29:23:597","65991220309815","   3.820","  26.321"," 3100"," 3000"," 3100"," 3100","  11.030","  30.303","   8.418","   9.551","  24.427","   6.785"," 71","0"," 62"," 71","   0.676","   3.260","   0.906","  28.000","  800","  800"
"13:29:23:698","65991493093428","   3.921","  28.171"," 3100"," 3000"," 3100"," 3100","  11.112","  31.426","   8.729","   9.662","  25.404","   7.057"," 69","0"," 62"," 71","   0.696","   3.331","   0.925","  28.000","  800","  800"
"13:29:23:799","65991765913317","   4.022","  28.688"," 3100"," 3000"," 3100"," 3100","  11.457","  32.583","   9.051","   9.916","  26.406","   7.335"," 69","0"," 63"," 71","   0.847","   3.416","   0.949","  28.000","  700","  700"
"13:29:23:900","65992036273020","   4.122","  28.192"," 3098"," 2900"," 3100"," 3100","  11.328","  33.718","   9.366","   9.854","  27.392","   7.609"," 71","0"," 62"," 71","   0.719","   3.488","   0.969","  28.000","  700","  700"
"13:29:24:001","65992309050900","   4.223","  26.136"," 3100"," 2900"," 3100"," 3100","  11.021","  34.831","   9.675","   9.536","  28.356","   7.877"," 69","0"," 63"," 72","   0.675","   3.557","   0.988","  28.000","  700","  700"
"13:29:24:101","65992579494687","   4.323","  27.247"," 3099"," 2900"," 3100"," 3100","  11.071","  35.940","   9.983","   9.606","  29.318","   8.144"," 67","0"," 62"," 71","   0.689","   3.626","   1.007","  28.000","  700","  700"
"13:29:24:201","65992849893999","   4.423","  30.852"," 3100"," 2900"," 3100"," 3100","  11.959","  37.138","  10.316","  10.437","  30.363","   8.434"," 72","0"," 63"," 72","   0.879","   3.714","   1.032","  28.000","  600","  600"
"13:29:24:301","65993120174097","   4.523","  34.969"," 3100"," 3000"," 3100"," 3100","  12.584","  38.397","  10.666","  11.076","  31.472","   8.742"," 71","0"," 63"," 72","   0.896","   3.803","   1.056","  28.000","  800","  800"
"13:29:24:401","65993390478492","   4.623","  29.076"," 3096"," 2900"," 3100"," 3100","  12.485","  39.647","  11.013","  10.637","  32.537","   9.038"," 72","0"," 63"," 73","   1.011","   3.905","   1.085","  28.000","  850","  850"
"13:29:24:502","65993663251986","   4.725","  27.757"," 3100"," 3000"," 3100"," 3100","  11.248","  40.784","  11.329","   9.775","  33.524","   9.312"," 67","0"," 63"," 72","   0.698","   3.975","   1.104","  28.000","  850","  850"
"13:29:24:603","65993935148316","   4.825","  29.014"," 3098"," 2900"," 3100"," 3100","  11.746","  41.966","  11.657","  10.150","  34.546","   9.596"," 71","0"," 63"," 71","   0.896","   4.065","   1.129","  28.000","  750","  750"
"13:29:24:703","65994206783301","   4.926","  28.570"," 3100"," 3000"," 3100"," 3100","  11.298","  43.103","  11.973","   9.824","  35.535","   9.871"," 70","0"," 63"," 72","   0.715","   4.137","   1.149","  28.000","  750","  750"
"13:29:24:804","65994478308579","   5.026","  27.327"," 3100"," 3000"," 3100"," 3100","  11.017","  44.211","  12.281","   9.553","  36.495","  10.138"," 69","0"," 63"," 72","   0.709","   4.209","   1.169","  28.000","  750","  750"
"13:29:24:904","65994748797204","   5.127","  27.811"," 3100"," 2900"," 3100"," 3100","  11.064","  45.319","  12.589","   9.599","  37.457","  10.405"," 71","0"," 64"," 71","   0.704","   4.279","   1.189","  28.000","  750","  750"
"13:29:25:005","65995021624254","   5.228","  32.279"," 3098"," 2900"," 3100"," 3100","  12.261","  46.558","  12.933","  10.700","  38.538","  10.705"," 71","0"," 63"," 72","   0.899","   4.370","   1.214","  28.000","  600","  600"
"13:29:25:106","65995292190114","   5.328","  27.609"," 3100"," 3000"," 3100"," 3100","  11.194","  47.680","  13.244","   9.724","  39.513","  10.976"," 70","0"," 63"," 73","   0.728","   4.443","   1.234","  28.000","  600","  600"
"13:29:25:206","65995562401932","   5.428","  29.736"," 3099"," 2900"," 3100"," 3099","  11.797","  48.861","  13.572","  10.153","  40.529","  11.258"," 72","0"," 63"," 72","   0.743","   4.517","   1.255","  28.000","  600","  600"
"13:29:25:306","65995832632602","   5.528","  34.082"," 3100"," 3000"," 3100"," 3100","  12.606","  50.122","  13.923","  10.859","  41.616","  11.560"," 71","0"," 64"," 73","   0.852","   4.602","   1.278","  28.000","  500","  500"
"13:29:25:406","65996103041838","   5.628","  29.391"," 3095"," 2900"," 3100"," 3097","  12.802","  51.405","  14.279","  10.894","  42.707","  11.863"," 73","0"," 64"," 73","   1.042","   4.707","   1.307","  28.000","  850","  850"
"13:29:25:506","65996374633428","   5.729","  28.023"," 3100"," 3000"," 3100"," 3100","  11.352","  52.546","  14.596","   9.864","  43.699","  12.139"," 71","0"," 64"," 73","   0.751","   4.782","   1.328","  28.000","  850","  850"
"13:29:25:607","65996645068110","   5.829","  26.777"," 3100"," 3000"," 3100"," 3100","  11.165","  53.665","  14.907","   9.654","  44.666","  12.407"," 71","0"," 64"," 72","   0.698","   4.852","   1.348","  28.000","  850","  850"
"13:29:25:707","65996915208429","   5.929","  29.918"," 3099"," 3000"," 3100"," 3100","  11.700","  54.835","  15.232","  10.149","  45.681","  12.689"," 70","0"," 64"," 73","   0.810","   4.933","   1.370","  28.000","  800","  800"
"13:29:25:808","65997187985442","   6.030","  27.944"," 3100"," 2900"," 3100"," 3100","  11.540","  56.001","  15.556","  10.024","  46.694","  12.971"," 73","0"," 65"," 73","   0.791","   5.013","   1.393","  28.000","  800","  800"
"13:29:25:908","65997458091735","   6.130","  28.128"," 3100"," 3000"," 3100"," 3100","  11.311","  57.133","  15.870","   9.832","  47.677","  13.244"," 70","0"," 64"," 73","   0.728","   5.086","   1.413","  28.000","  800","  800"
"13:29:26:008","65997728643945","   6.230","  26.394"," 3100"," 3000"," 3100"," 3100","  10.958","  58.231","  16.175","   9.486","  48.628","  13.508"," 71","0"," 64"," 73","   0.692","   5.155","   1.432","  28.000","  800","  800"
"13:29:26:108","65997998734680","   6.330","  30.483"," 3100"," 3000"," 3100"," 3100","  11.788","  59.410","  16.503","  10.225","  49.651","  13.792"," 70","0"," 64"," 73","   0.837","   5.239","   1.455","  28.000","  600","  600"
"13:29:26:209","65998271508009","   6.431","  30.655"," 3100"," 2900"," 3100"," 3100","  12.019","  60.624","  16.840","  10.509","  50.713","  14.087"," 71","0"," 64"," 74","   0.823","   5.322","   1.478","  28.000","  600","  600"
"13:29:26:309","65998542106428","   6.532","  35.094"," 3100"," 3000"," 3100"," 3100","  12.817","  61.909","  17.197","  11.201","  51.835","  14.399"," 71","0"," 65"," 74","   0.993","   5.422","   1.506","  28.000","  850","  850"
"13:29:26:410","65998814759334","   6.633","  27.881"," 3097"," 2900"," 3100"," 3100","  12.076","  63.128","  17.536","  10.306","  52.876","  14.688"," 71","0"," 64"," 73","   0.918","   5.515","   1.532","  28.000","  850","  850"
"13:29:26:510","65999085307419","   6.733","  28.510"," 3095"," 2900"," 3100"," 3100","  11.707","  64.301","  17.861","  10.129","  53.891","  14.970"," 71","0"," 64"," 74","   0.821","   5.597","   1.555","  28.000","  800","  800"
"13:29:26:610","65999355587877","   6.833","  27.594"," 3100"," 3000"," 3100"," 3100","  11.305","  65.433","  18.176","   9.824","  54.874","  15.243"," 73","0"," 64"," 73","   0.739","   5.671","   1.575","  28.000","  800","  800"
"13:29:26:711","65999626113465","   6.933","  26.537"," 3100"," 3000"," 3100"," 3100","  11.051","  66.540","  18.483","   9.574","  55.834","  15.509"," 72","0"," 64"," 74","   0.683","   5.739","   1.594","  28.000","  800","  800"
"13:29:26:811","65999896305189","   7.033","  26.454"," 3100"," 3000"," 3100"," 3100","  11.006","  67.642","  18.789","   9.526","  56.787","  15.774"," 73","0"," 64"," 73","   0.678","   5.807","   1.613","  28.000","  800","  800"
"13:29:26:912","66000169077945","   7.134","  30.351"," 3100"," 2900"," 3100"," 3100","  11.837","  68.837","  19.122","  10.298","  57.827","  16.063"," 73","0"," 65"," 73","   0.852","   5.893","   1.637","  28.000","  700","  700"
"13:29:27:012","66000439186608","   7.234","  29.203"," 3100"," 3000"," 3100"," 3100","  11.500","  69.988","  19.441","  10.000","  58.828","  16.341"," 72","0"," 64"," 73","   0.732","   5.966","   1.657","  28.000","  700","  700"
"13:29:27:112","66000709719903","   7.334","  26.450"," 3100"," 3000"," 3100"," 3100","  11.056","  71.096","  19.749","   9.576","  59.787","  16.608"," 69","0"," 65"," 73","   0.680","   6.034","   1.676","  28.000","  700","  700"
"13:29:27:212","66000979931139","   7.434","  28.070"," 3099"," 2900"," 3100"," 3100","  11.222","  72.219","  20.061","   9.759","  60.764","  16.879"," 71","0"," 64"," 73","   0.693","   6.104","   1.696","  28.000","  700","  700"
"13:29:27:313","66001251511860","   7.535","  36.835"," 3087"," 2800"," 3100"," 3100","  13.869","  73.614","  20.448","  11.945","  61.965","  17.213"," 73","0"," 65"," 74","   1.230","   6.228","   1.730","  28.000","  850","  850"
"13:29:27:413","66001521848673","   7.635","  27.629"," 3100"," 2900"," 3100"," 3100","  11.261","  74.741","  20.761","   9.777","  62.944","  17.485"," 73","0"," 65"," 74","   0.778","   6.305","   1.752","  28.000","  850","  850"
"13:29:27:513","66001792366944","   7.735","  26.771"," 3099"," 2900"," 3100"," 3100","  10.964","  75.840","  21.067","   9.497","  63.896","  17.749"," 71","0"," 66"," 74","   0.682","   6.374","   1.770","  28.000","  850","  850"
"13:29:27:613","66002062514289","   7.835","  28.173"," 3100"," 3000"," 3100"," 3100","  11.340","  76.974","  21.382","   9.844","  64.881","  18.022"," 73","0"," 65"," 75","   0.703","   6.444","   1.790","  28.000","  850","  850"
"13:29:27:714","66002335284054","   7.936","  29.518"," 3098"," 2900"," 3100"," 3100","  11.946","  78.181","  21.717","  10.364","  65.928","  18.313"," 73","0"," 66"," 74","   0.828","   6.528","   1.813","  28.000","  800","  800"
"13:29:27:815","66002608064601","   8.037","  28.085"," 3099"," 2900"," 3100"," 3100","  11.390","  79.332","  22.037","   9.899","  66.928","  18.591"," 72","0"," 66"," 75","   0.780","   6.607","   1.835","  28.000","  800","  800"
"13:29:27:915","66002878425372","   8.138","  26.977"," 3100"," 3000"," 3100"," 3100","  11.294","  80.463","  22.351","   9.796","  67.909","  18.864"," 71","0"," 65"," 74","   0.695","   6.676","   1.855","  28.000","  800","  800"
"13:29:28:015","66003148952520","   8.238","  27.941"," 3100"," 2900"," 3100"," 3100","  11.197","  81.585","  22.662","   9.723","  68.883","  19.134"," 73","0"," 66"," 74","   0.710","   6.747","   1.874","  28.000","  800","  800"
"13:29:28:116","66003421733130","   8.339","  31.228"," 3098"," 2900"," 3100"," 3100","  12.287","  82.826","  23.007","  10.692","  69.963","  19.434"," 74","0"," 66"," 75","   0.887","   6.837","   1.899","  28.000","  600","  600"
"13:29:28:217","66003692926572","   8.439","  27.869"," 3100"," 3000"," 3100"," 3100","  11.416","  83.973","  23.326","   9.923","  70.960","  19.711"," 74","0"," 65"," 74","   0.789","   6.916","   1.921","  28.000","  600","  600"
"13:29:28:318","66003965657343","   8.540","  34.577"," 3099"," 2900"," 3100"," 3100","  13.691","  85.356","  23.710","  11.816","  72.154","  20.043"," 74","0"," 66"," 75","   1.083","   7.026","   1.952","  28.000","  850","  850"
"13:29:28:419","66004238434110","   8.641","  27.666"," 3100"," 3000"," 3100"," 3100","  11.390","  86.507","  24.030","   9.894","  73.153","  20.320"," 74","0"," 66"," 75","   0.785","   7.105","   1.974","  28.000","  850","  850"
"13:29:28:519","66004508681841","   8.741","  28.117"," 3098"," 2900"," 3100"," 3100","  11.795","  87.687","  24.358","  10.193","  74.173","  20.604"," 74","0"," 65"," 75","   0.871","   7.192","   1.998","  28.000","  800","  800"
"13:29:28:619","66004778885433","   8.841","  27.274"," 3099"," 2900"," 3100"," 3100","  11.158","  88.804","  24.668","   9.683","  75.142","  20.873"," 73","0"," 65"," 75","   0.689","   7.261","   2.017","  28.000","  800","  800"
"13:29:28:719","66005049063123","   8.942","  26.991"," 3100"," 3000"," 3100"," 3100","  11.287","  89.933","  24.981","   9.790","  76.122","  21.145"," 73","0"," 66"," 74","   0.711","   7.332","   2.037","  28.000","  800","  800"
"13:29:28:820","66005321841036","   9.043","  28.213"," 3100"," 3000"," 3100"," 3100","  11.302","  91.075","  25.299","   9.832","  77.115","  21.421"," 73","0"," 66"," 74","   0.720","   7.405","   2.057","  28.000","  800","  800"
"13:29:28:921","66005594216337","   9.143","  30.072"," 3100"," 3000"," 3100"," 3100","  12.021","  92.288","  25.635","  10.462","  78.171","  21.714"," 73","0"," 66"," 76","   0.847","   7.490","   2.081","  28.000","  700","  700"
"13:29:29:021","66005864756940","   9.244","  27.286"," 3100"," 3000"," 3100"," 3100","  11.423","  93.432","  25.953","   9.913","  79.164","  21.990"," 71","0"," 66"," 76","   0.732","   7.564","   2.101","  28.000","  700","  700"
"13:29:29:122","66006135585849","   9.344","  26.926"," 3100"," 3000"," 3100"," 3100","  11.192","  94.555","  26.265","   9.707","  80.138","  22.260"," 75","0"," 65"," 75","   0.703","   7.634","   2.121","  28.000","  700","  700"
"13:29:29:222","66006405786675","   9.444","  30.260"," 3099"," 2900"," 3100"," 3100","  11.714","  95.727","  26.591","  10.201","  81.159","  22.544"," 71","0"," 67"," 76","   0.797","   7.714","   2.143","  28.000","  600","  600"
"13:29:29:322","66006675891699","   9.544","  36.648"," 3100"," 2900"," 3100"," 3100","  14.083","  97.136","  26.982","  12.207","  82.380","  22.883"," 74","0"," 66"," 75","   1.168","   7.831","   2.175","  28.000","  850","  850"
"13:29:29:422","66006946375950","   9.644","  27.816"," 3100"," 2900"," 3100"," 3100","  11.287","  98.267","  27.296","   9.801","  83.362","  23.156"," 73","0"," 67"," 75","   0.764","   7.907","   2.196","  28.000","  850","  850"
"13:29:29:522","66007217456703","   9.745","  26.443"," 3100"," 3000"," 3100"," 3100","  11.245","  99.396","  27.610","   9.741","  84.340","  23.428"," 73","0"," 67"," 76","   0.684","   7.976","   2.216","  28.000","  850","  850"
"13:29:29:623","66007487933283","   9.845","  29.861"," 3098"," 2900"," 3100"," 3100","  11.920"," 100.590","  27.942","  10.339","  85.375","  23.715"," 74","0"," 66"," 75","   0.821","   8.058","   2.238","  28.000","  800","  800"
"13:29:29:724","66007760714145","   9.946","  28.671"," 3100"," 3000"," 3100"," 3100","  11.481"," 101.750","  28.264","   9.976","  86.383","  23.995"," 75","0"," 66"," 75","   0.782","   8.137","   2.260","  28.000","  800","  800"
"13:29:29:824","66008032045875","  10.046","  27.483"," 3100"," 3000"," 3100"," 3100","  11.225"," 102.878","  28.577","   9.758","  87.364","  24.268"," 72","0"," 67"," 76","   0.679","   8.206","   2.279","  28.000","  800","  800"
"13:29:29:924","66008302330785","  10.146","  26.888"," 3100"," 3000"," 3100"," 3100","  11.150"," 103.994","  28.887","   9.672","  88.332","  24.537"," 75","0"," 67"," 76","   0.684","   8.274","   2.298","  28.000","  800","  800"
"13:29:30:024","66008572448808","  10.247","  32.292"," 3097"," 2900"," 3100"," 3100","  12.174"," 105.212","  29.226","  10.587","  89.391","  24.831"," 74","0"," 67"," 76","   0.899","   8.364","   2.323","  28.000","  550","  550"
"13:29:30:124","66008842691289","  10.347","  27.408"," 3100"," 3000"," 3100"," 3100","  11.398"," 106.353","  29.542","   9.893","  90.381","  25.106"," 75","0"," 67"," 75","   0.781","   8.442","   2.345","  28.000","  550","  550"
"13:29:30:224","66009112985748","  10.447","  27.921"," 3100"," 3000"," 3100"," 3100","  11.283"," 107.482","  29.856","   9.810","  91.364","  25.379"," 71","0"," 67"," 75","   0.697","   8.512","   2.364","  28.000","  550","  550"
"13:29:30:325","66009385725363","  10.548","  35.438"," 3090"," 2900"," 3100"," 3100","  13.678"," 108.864","  30.240","  11.808","  92.556","  25.710"," 72","0"," 66"," 76","   1.103","   8.623","   2.395","  28.000","  850","  850"
"13:29:30:425","66009655925154","  10.648","  30.184"," 3098"," 2900"," 3100"," 3100","  12.097"," 110.075","  30.576","  10.502","  93.607","  26.002"," 75","0"," 67"," 76","   0.924","   8.716","   2.421","  28.000","  800","  800"
"13:29:30:526","66009926340762","  10.748","  26.175"," 3100"," 3000"," 3100"," 3100","  11.199"," 111.196","  30.888","   9.670","  94.576","  26.271"," 75","0"," 67"," 76","   0.729","   8.789","   2.441","  28.000","  800","  800"
"13:29:30:626","66010196545290","  10.848","  29.143"," 3100"," 3000"," 3100"," 3100","  11.526"," 112.350","  31.208","  10.036","  95.580","  26.550"," 73","0"," 67"," 76","   0.739","   8.863","   2.462","  28.000","  800","  800"
"13:29:30:727","66010469310987","  10.949","  26.700"," 3100"," 3000"," 3100"," 3100","  11.022"," 113.463","  31.518","   9.549","  96.545","  26.818"," 73","0"," 67"," 75","   0.691","   8.932","   2.481","  28.000","  800","  800"
"13:29:30:827","66010739362956","  11.049","  29.603"," 3099"," 2900"," 3100"," 3100","  11.881"," 114.652","  31.848","  10.333","  97.578","  27.105"," 74","0"," 67"," 76","   0.813","   9.014","   2.504","  28.000","  700","  700"
"13:29:30:927","66011009603097","  11.149","  27.086"," 3100"," 3000"," 3100"," 3100","  11.400"," 115.793","  32.165","   9.888","  98.568","  27.380"," 71","0"," 67"," 76","   0.784","   9.092","   2.526","  28.000","  700","  700"
"13:29:31:027","66011279783961","  11.249","  27.464"," 3100"," 3000"," 3100"," 3100","  11.206"," 116.914","  32.476","   9.734","  99.542","  27.651"," 72","0"," 67"," 75","   0.683","   9.161","   2.545","  28.000","  700","  700"
"13:29:31:128","66011552528319","  11.350","  26.415"," 3098"," 2900"," 3100"," 3100","  11.019"," 118.027","  32.785","   9.536"," 100.505","  27.918"," 74","0"," 67"," 75","   0.703","   9.232","   2.564","  28.000","  700","  700"
"13:29:31:228","66011822904576","  11.450","  31.044"," 3099"," 2900"," 3100"," 3100","  12.047"," 119.233","  33.120","  10.502"," 101.557","  28.210"," 76","0"," 67"," 76","   0.830","   9.315","   2.587","  28.000","  600","  600"
"13:29:31:329","66012095699847","  11.551","  35.766"," 3098"," 2900"," 3100"," 3100","  13.942"," 120.642","  33.512","  12.054"," 102.775","  28.549"," 74","0"," 69"," 77","   1.178","   9.434","   2.620","  28.000","  850","  850"
"13:29:31:429","66012366119649","  11.652","  27.719"," 3100"," 3000"," 3100"," 3100","  11.544"," 121.798","  33.833","   9.928"," 103.769","  28.825"," 72","0"," 68"," 76","   0.743","   9.508","   2.641","  28.000","  850","  850"
